_ds,row,sentence,word_count,char_count,comma_count,avg_word_len,has_I,has_we_our,modal_verb,opinion_verb,hedge,future_marker,conditional,subordinator,passive_voice,enumeration,pronoun_it_they,nominalization,question,imperative_start,fragment,proper_noun_density,sentiment,subjectivity
K1,201,"There are a couple of non-message event days before he goes to Spain (July 3, 4) where he could make a brief statement on the new numbers or at the top of another event July 2",36,175,1,3.6944444444444446,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.05555555555555555,-0.998452187,0.42375916
K1,202,"Should we push for a Radio Address? (Since the President will be in Madrid that week, we're likely to be bumped by NSC.) If the numbers aren't ready by the 4th, we could them until he gets back on the July 21st and do something then.",46,233,2,3.8260869565217392,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0.10869565217391304,,
K1,205,"Communications/scheduling preferred the idea of having the President speak to the NCSL conference by satellite because the travel budget is too tight for him to attend, and because they thought it accomplished more than the DLC conference could",38,244,1,5.394736842105263,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0.02631578947368421,-0.790633798,0.20738596
K1,208,What doâ€˜you think? We could develop this idea further for the weekly to get some direction from POTUS.,18,104,0,4.555555555555555,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.05555555555555555,0.589559138,0.001026113
K1,407,Increase could be phased in over time,7,37,0,4.428571428571429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.993694603,0.9763774
K1,444,"Given this focus, we may want to reconsider some of the site visit options, or at least ask people in the four states if they have suggestions for programs focusing on a similar population",34,188,2,4.5,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0.0,0.997362912,0.99343187
K1,448,"Seems to me the question is to what extent we want to highlight the youth issue, since the population the Brits are targeting is not really a primary focus of our welfare reform initiatives",34,189,1,4.5588235294117645,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.029411764705882353,,
K1,457,"This may be an event we would do with the Welfare to Work Partnership (which has been working with companies in England about possibly taunching a Partnership there) -- the Partnership is interested, but we haven't made plans yet.",39,230,1,4.743589743589744,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.15384615384615385,0.976127923,0.95752454
K1,459,Do you all want to make a recommendation for a welfare event for the Tony Blair visit?,17,86,0,4.0588235294117645,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.11764705882352941,0.994955838,0.001425652
K1,603,"If this seems too costly to propose in the current budget environment, it could be ramped up more slowly at about half the cost and impact",26,138,1,4.3076923076923075,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0.0,-0.798707902,1.66e-08
K1,604,"You could also propose a more modest expansion of AmeriCorpsâ€™ support for Teach for America, as long as we also address quality concerns about that program",26,157,1,4.923076923076923,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.038461538461538464,0.996520519,3.43e-11
K1,628,"If you wish to proceed, we will work with OMB to determine what funding level we can commit to right now, recognizing that the parameters of NDD spending may change before we submit the FY99 budget.",36,198,2,4.388888888888889,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.979040027,8.8e-07
K1,668,"Other Considerations While many of the police youth academies currently in operation appear to be popular and successful, it is our perception that a decision to make federal funding of police youth academies a priority would be greeted at best skeptically by police management and labor  organizations, and most likely with some degree of resentment or hostility",57,363,2,5.333333333333333,0,1,1,0,1,0,0,1,0,0,1,4,0,0,0,0.03508771929824561,-0.895968974,0.016981967
K1,676,I think we need to pick things up a bit as we approach the summit,15,65,0,3.4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.986225128,2.49e-07
K1,677,"I don't think we will need a full-blown, comprehensive and complete proposal, but I think we need something for the President to talk about in his speech",27,153,2,4.555555555555555,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.037037037037037035,0.988862574,2.25e-06
K1,679,"This approach will fail to capitalize on the incredible media attention at the summit, and may not sufficiently focus attention on the importance of attracting well prepared people into teaching",30,194,1,5.466666666666667,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0,,
K1,680,"Further, we can waste an awful lot of time just appointing and organizing a task force, time which could otherwise be spent fleshing out a legislative proposal and consulting informally and extensively.",32,202,2,5.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.995049894,0.000101167
K1,681,"As I read this and talk to others, it seems to be there are a couple of components to what the President could do, without reaching premature closure.",28,150,2,4.285714285714286,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.03571428571428571,,
K1,685,"It would be great if the President could announce the framework of an initiative to address this, leaving the details to be worked out later",25,140,1,4.6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.04,,
K1,690,"I don't think we need a lot of details for something like this, though we would need to figure out how much we would be prepared to spend, starting in FY 99",32,156,2,3.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.85313648,0.009693231
K1,692,"Third, there may some simple and appropriate steps that could be taken, or at least proposed, without much cost or complexity",21,125,3,4.857142857142857,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,,
K1,694,"Fourth, there clearly are other options to consider -- expanded loan forgiveness, tax breaks, etc (though these approaches seem to me to be too costly, insufficiently targeted, and unlikely to make a real impact)",34,212,5,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,-0.987650812,0.000373861
K1,696,"I think approach along these lines will give the President what just about everybody here seems to think he needs next week, while not unduly tying the hands of the Department as you proceed",34,190,1,4.588235294117647,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0.058823529411764705,0.727608979,0.005403552
K1,697,"This presumes that we can work our way through several things over the next few days -- (1} whether the Department is prepared to commit to an urban-focused initiative; (2) if so, the overall framework for it; and (3) a minimum tevel of investment for it, with the understanding that we will figure out how to pay for it during the FY 99 budget decisions",65,354,2,4.184615384615385,0,1,0,0,0,1,1,0,1,0,1,2,0,0,0,0.015384615384615385,0.907211363,0.000316454
K1,707,"If it is the former only, then we asked them to drait us legislation that would expand this program and the President could announce that he is sending it to the Hill -- and he could also announce guidelines for the $4 million program.",44,235,1,4.2272727272727275,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0.045454545454545456,0.995293319,7.05e-08
K1,709,Do you want me to write something up for this for the President's announcement memo or should I wait until I get more info from Justice?,26,136,0,4.1923076923076925,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0.0,0.999213934,9.08e-08
K1,851,"There are 2 ways we could add scholarship-only members of AmeriCorps: one is to tap out the excess in the trust fund, which could add a few thousand members a year;",31,164,1,4.161290322580645,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.820435286,4.82e-06
K1,857,This would be very popular with Grassley; unclear with other members,11,68,0,5.181818181818182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,
K1,859,"At an extreme, OMB and I did very rough numbers that if we immediately transferred everything into scholarship only, we could fund something like 85,000 more people next year (assuming 40% are part-timers, which I'm not sure of)",38,228,4,4.605263157894737,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.731214345,0.045838412
K1,860,"If we did a major, sudden change, the world that is used to getting AmeriCorps people would have big problems scrambling for all that stipend money, and quite possibly some of the money would go unspent, which would be bad.",40,223,4,4.475,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0.025,-0.700958133,0.38933295
K1,861,"One option is that the increase we are proposing in the size of AmeriCorps could be all scholarship-only, but that could create the expectation that our America Reads people would be the ones who lose out on the stipend",39,219,1,4.589743589743589,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.07692307692307693,,
K1,863,OMB suggested increasing the local match rate over time,9,55,0,5.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.966604114,4.05e-06
K1,865,"Increasing that to 25% or 30% would have the effect of freeing up scholarship only money, but it doesn't match the idea of challenging certain folks to come up with the whole stipend",33,182,1,4.303030303030303,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.958579957,1.03e-05
K1,890,3 Subsidize all loan deferments for service-- This is our new idea,12,66,0,4.333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,,
K1,899,I don't think we would want to go past the 3 year point.,13,56,0,3.1538461538461537,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.767627239,0.06900754
K1,906,"I haven't had much time to focus on the merits of this objection, figuring this was probably the death knell for this idea, but I can pursue if you want me to.",32,159,2,3.875,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,,
K1,913,Here is how I think we need to proceed in order to have something concrete on rewards/incentives for teaching for the President to announce at the service summit:,28,162,0,4.75,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03571428571428571,-0.885457277,0.000237771
K1,914,"1 We need a meeting with key ED staff (Mike Smith, and some combination of David Longanaker, Terry Dozier, Terry Peterson, or whoever Mike thinks would be good), OMB (Ken, or Barry White), and NEC {Bob Shireman) to start developing a set of options.",44,249,7,4.340909090909091,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.13636363636363635,-0.582891047,6.36e-07
K1,916,"I want him to think from the outset that this is not just another, early run on the higher ed reauthorization proposal for the sake of an event",28,143,1,4.107142857142857,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.99376291,0.35404387
K1,918,"A call from you, rather than me, telling him that POTUS really wants to do something concrete at the summit, as part of a larger package on the service professions, and perhaps mentioning Riley's call to you about the Summit last night, will set this in the right context for Mike.",51,281,5,4.392156862745098,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0196078431372549,-0.889513254,4.29e-09
K1,919,"3 In addition to the kind of purpose and design issues we discussed last night -- reward vs incentive, concentrated vs spread out, etc -- we need to figure out some budget parameters here",34,187,2,4.323529411764706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029411764705882353,,
K1,932,"The links to race seem most promising -- a town hall taking off from the SOTU, with military, Peace pedple together to serve across racial lines",26,144,2,4.423076923076923,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.038461538461538464,-0.989179611,3.32e-06
K1,934,"I still think this is dopey, and we shouldn't waste a lot of time on it Monday",17,78,1,3.5294117647058822,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.058823529411764705,-0.997374177,5.05e-05
K1,935,"But it might be nice for the President to say something about it on Tuesday, when he has a big mentoring event at the WH",25,120,1,3.8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.04,,
K1,943,"We were thinking about putting it in our reauthorization proposal, but Gomperts decided not to because he feared having to refer the bill to hostile tax committees",27,163,1,5.037037037037037,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0.037037037037037035,0.667081535,0.9998821
K1,946,"The Education Dept and the higher ed community doesn't like the idea, and I know it risks too much pressure when added to America Reads and the college-school partnerships, but I think it has merit on its own",38,208,2,4.394736842105263,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0.10526315789473684,-0.999705493,0.9706782
K1,961,"Obviously, we would want to work with the Race Initiative and others in creating such an event, but we would look to highlight AmeriCorps and other forms of national service (especially youth service) in this event.",36,215,2,4.861111111111111,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,,
K1,1029,"We could see if Harris is comfortable announcing a ""Saturdays of service"" program for AmeriCorps NCCC, similar to CityYear's Young Heroes, where AmeriCorps and JH students work together on Saturdays.",30,199,2,5.466666666666667,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.13333333333333333,0.574238896,0.9991917
K1,1038,"(The other obvious question is whether we should hold this for him to announce at the service event on MLK Day, but this doesn't seem so appeating, and it's not clear we want an announcement.)",35,192,2,4.314285714285714,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0.0,-0.850654542,1.52e-06
K1,1040,"Let me know whether you want the memo to come from you, and whether you want to recommend an option -I know you've said you really don't care in the past",31,153,1,3.838709677419355,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,0.996549726,1.65e-05
K1,1042,"This draft identifies a middle ground option between resuming and not resuming the awards, which is resuming them but not linking them to the President",25,151,1,5.04,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04,0.95450139,0.000989354
K1,1043,"It's been hard to get closure on where people are on this issue, but I think Ann Lewis opposes it, while Steve Silverman thinks we should do something here",29,155,2,4.275862068965517,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0.13793103448275862,-0.993600547,0.000139947
K1,1062,"The daily responsibility of selecting and vetting winners will be time-consuming for White House staff, and not worth the effort",20,128,1,5.35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.1,0.950351238,0.04767238
K1,1063,"Although theoretically we could assign responsibility for vetting the award winners to the Points of Light Foundation and the Corporation for National Service, from a practical standpoint we would probably still feel the need to do a legal and/or political check on award winners.",44,280,1,5.318181818181818,0,1,1,1,1,0,1,0,0,0,0,3,0,0,0,0.11363636363636363,,
K1,1064,Options: Resume the awards as Wofford proposes.,7,47,0,5.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2857142857142857,0.820813715,2.73e-05
K1,1076,Let me know if you think that's a good or bad idea,12,50,0,3.1666666666666665,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,0.988439023,1.71e-08
K1,1081,I believe the conclusion is that it would be extremely costly but I don't believe the White House has ever engaged in a substantive analysis of the merits of the claim other than the financial cost,36,197,0,4.472222222222222,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.05555555555555555,-0.987048209,0.8973594
K1,1082,I think we need a process to have this resolved--it has gotten on the President's radar screen,17,94,0,4.411764705882353,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,,
K1,1200,Should we also have cabinet affairs or someone else reach out to McCaffrey's folks to make the same request?,19,108,0,4.631578947368421,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.846361995,0.030519746
K1,1260,We're sending the memo over to Jjose/Leanne for figuring out if this is a good idea,16,83,0,4.125,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,,
K1,1261,"Options include having the fashion/entertainmenj/people come to the WH to talk about reforming the images they use, a PSA campaign, etc.",21,136,2,5.285714285714286,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.991954625,0.95813394
K2,1,"From #2, I would only highlight a & b -- I wouldn't do the others or make much of them.",20,87,1,3.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,-0.546556652,0.8848735
K2,2,"On #3, I would announce both now, I think.",9,42,2,3.2222222222222223,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.993330777,0.61460066
K2,4,I don't think we're going to get much pressure for announcements.,11,65,0,4.7272727272727275,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.999751747,0.000158295
K2,5,Mike and I discussed a set of possible announcements and challenges that the President could make at Monday's TIMSS event.,20,122,0,5.05,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.05,-0.992566109,0.99957603
K2,31,"It will be ready Monday, but we could also save this for a VP event later this month that could focus more squarely on this website and give more credit to all of the agencies involved.)",36,186,1,4.111111111111111,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.991852939,2.94e-05
K2,146,"â€¢ Gov. Engler or Gov. Voinavich (the political people here will go nuts over Engler, but he's the best R gov. if we want to use this to move our testing agenda forward.",33,170,1,3.878787878787879,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.06060606060606061,,
K2,150,â€¢ Bab Chase and Sandy Feldman if we want them,10,47,0,3.5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.4,-0.948985219,0.6660753
K2,152,"A Wednesday announcement - almost two weeks before the meeting -- is a guarantee that we will spend considerable time between now and then dealing with people who are ticked off that they are not invited, or represented in some way.",41,232,1,4.560975609756097,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0.024390243902439025,0.969762087,0.04042762
K2,172,"I don't know where things stand in the negotiations over this amendment, but it would be great if we could indicate that this particular provision would be a deal breaker.",30,171,1,4.633333333333334,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.896147311,0.007483617
K2,203,(3) that it provides something of a symbolic victory but one that we can and will downplay because of the confusion.,21,116,0,4.380952380952381,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0.0,,
K2,212,"In any event, there is common agreement internally that the amendment should be dropped in conference.",16,102,1,5.3125,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,,
K2,273,"As drafted, the resolution appears inconsistent with the current negotiating mandate (which does not envision quantified emissions limits for developing countries).",21,164,1,6.666666666666667,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,-0.995940804,0.007234298
K2,312,"While useful, we do not believe that this goes far enough in addressing the draft Order's basic objective of either protecting children, affirmatively explaining why an agency may be making a different choice, or indicating that information is lacking to allow for a fully informed decision on child-specific concerns.",49,318,3,5.387755102040816,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0.0,-0.80334878,0.019875344
K2,314,"We therefore propose including the following language, added as subsection (d) of 5-501:",13,88,1,5.153846153846154,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.998411536,8.72e-08
K2,316,"It is our view that this language would move towards providing more transparency in the context of particular rulemakings, but that it would remove any adverse judgments from such statements and the likelihood of any statements being used successfully against an agency in litigation.",44,284,1,5.431818181818182,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0.0,0.966728747,0.7242915
K2,323,"If the intent is to have this order affect just environmental health and safety concerns, as much of the language implies, the wording needs extensive revision to make this clear.",30,179,2,4.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,-0.999635458,0.017178344
K2,324,"If not, the effects are so broad that this issue needs extensive discussion--it is inappropriate to be asked to agree to something this sweeping out of the blue in one day.",31,172,1,4.451612903225806,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,,
K2,330,The following scenario presents the President with the most visibility on what we believe will be a very popular â€œChristmas-present-to-all-childrenâ€ initiative.,21,164,0,6.333333333333333,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0.047619047619047616,,
K2,331,"If this seems right to the White House, we can -- and must -- begin work immediately.",17,85,1,3.7058823529411766,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.058823529411764705,-0.684820652,0.000208006
K2,337,"A proposed action plan detailing the steps that need to be taken, including what should be included in the President's Executive Order and accompanying statement, is attached to this memo.",30,188,2,5.166666666666667,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.06666666666666667,0.977461398,1.89e-06
K2,344,"This could be accomplished in the definitions section and by including a statement in the opening section along the lines of EPA's comments this morning (e.g., the science indicates problems manifest in younger children; therefore, the focus of the E.O. is on children under 14).",45,279,2,4.933333333333334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,
K2,345,We would be willing to explore other options for excluding teenagers 14 and older.,14,82,0,4.714285714285714,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.94460541,0.6646485
K2,346,An alternative (but less acceptable) approach would be to insert the following language into the opening section:,17,113,0,5.529411764705882,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.988129318,6.81e-05
K2,349,"If the final decision is to include older teenagers, we recommend the following language changes:",15,97,1,5.4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,,
K2,358,"We need some language to assure that these requirements do not (1) interfere with current rulemakings,",16,102,1,5.1875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,
K2,363,FDA recommends that the scope of the executive order be broadened beyond just environmental health threats.,16,107,0,5.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.85109514,0.09080298
K2,383,This memo outlines our most serious remaining concerns with the contents of the current draft Order.,16,100,0,5.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7091313,0.051035218
K2,391,"However, as originally drafted, the Executive Order would have established a new Children's Environmental Health Council with a broad mandate that went well beyond simple coordination among agencies, CPSC staff commented that the creation of a new, cumbersome bureaucratic entity was counter to the Administration's reinvention efforts, and that its broad responsibilities could impose inappropriate burdens and mandates on member agencies.",61,440,5,6.098360655737705,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0.08196721311475409,0.995628357,0.000469965
K2,399,We would be strongly opposed if those principles and policies included specific directions regarding scientific or technical assessments done by individual agencies.,22,165,0,6.5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,,
K2,400,"Isn't it redundant to require a statement of ""targeted annual priorities"" In this subsection when subsection (d) lists the same requirement?",21,140,0,5.428571428571429,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0.047619047619047616,0.997716069,0.9970702
K2,404,"However, we believe It Is inappropriate to dictate the form of that outreach by requiring the publication of a pamphlet that includes specific information.",24,155,1,5.416666666666667,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0.08333333333333333,,
K2,406,"Proposal: Subsections 3-303 (a), (b), (c), and (d) should be modified as follows:",13,81,3,3.923076923076923,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0.967407405,0.9421397
K2,415,"Similarly, we believe that CPSC should be part of any lnteragency Working Group that Is created and submit research proposals for consideration, but that CPSC should otherwise be exempt from the draft Executive Order's requirements.",35,232,2,5.542857142857143,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0.11428571428571428,0.975652218,0.8734528
K2,416,"Proposal: The following language, quoted directly from E.O. 12866, should replace the definition of ""federal agency"" in section 2-201:",19,134,2,5.157894736842105,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.05263157894736842,0.81207788,0.08744307
K2,424,"The definition of ""significant regulatory actionâ€ should be clarified to exclude regulatory actions which are unlikely  to affect the health and safety of children.",24,166,0,5.708333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,,
K2,425,The annual reporting requirement in  Section 5-501 should be discretionary so that a report will not be required if an agency determines that there is nothing to report.,28,169,0,4.821428571428571,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.03571428571428571,-0.894839823,0.99977535
K2,435,"While we believe the revised discussion draft of the Children's Environmental E.O. is much improved, as I noted in the voice mail I left for you on Friday, it still presents problems for DOL programs.",35,200,2,4.571428571428571,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.02857142857142857,0.703113317,0.35803515
K2,436,"We have developed several options that we believe would eliminate the burden for DOL without affecting the basic thrust of the E.O. As you know, our particular concern is that OSHA and MSHA focus on workplace hazards regardless of who is exposed.",42,246,1,4.785714285714286,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.023809523809523808,,
K2,443,"In addition, the phrase ""but are not limited to,â€ should be stricken from Section 3-302.",15,90,2,4.266666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.980876505,0.97049415
K2,458,"The draft text has been in circulation only a few days, and I expect that new issues will arise based on the text.",23,114,1,3.9130434782608696,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,-0.524812043,0.92781425
K2,470,Status The Executive Order is in draft and could probably be finalized quickly if EPA generates support within the White House for that position.,24,145,0,5.041666666666667,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.20833333333333334,,
K2,471,"The process of coming to closure quickly could, however, cause us to miss some more subtle issues, and will likely lead us to draft an Order that is narrowly tailored to environmental health, rather than considering an approach that applies to all health-based regulations.",44,273,4,5.090909090909091,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0.022727272727272728,0.970864475,0.82635343
K2,473,"While these too could be finalized for the State of the Union, the lack of detailed understanding of the policy and political implications counsel continuing the staff discussions.",28,180,1,5.392857142857143,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.03571428571428571,0.990700305,0.868763
K2,476,"Recommendation The President should commit to issuing an Executive Order to ensure that federal decisions use the best information we can get to protect children, or more narrowly, children's environmental health.",31,213,2,5.774193548387097,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0.12903225806451613,-0.84293741,0.9806623
K2,483,"The implication of designation is still under discussion, but would include a call for partnerships with the private sector, federal support for local initiatives and federal steps to protect designated waters.",31,210,2,5.709677419354839,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,-0.967388868,0.9999081
