row,sentence,y_true,agent1_pred,agent1_step1,agent1_step2,agent2_assessment,agent2_issues,agent2_suggestion,agent3_pred,agent3_rationale,y_pred
16,"Democratic members of Congress, in particular Rep. Shelley Berkley (D-NV), have also called for us to abandon the proposal because of the burden it would  impose on the industry.",0,0,,,,,,,,0
17,Child support legislation is likely to move through the Ways and Means Committee this Spring.,0,0,,,,,,,,0
18,Human Resources Subcommittee  staff are planning  a hearing in late March  and  a markÂ­ up in April.,0,1,,,,,,,,1
19,"There is bipartisan consensus on the need to simplify the current child support  distribution rules, to ensure more child support goes directly to families, and the committee will need child support collection proposals to help offset the costs.",0,1,,,,,,,,1
20,"Currently, the committee staff have the gambling proposal, as well our other child support budget proposals, on their proposed list, which is not yet public.",0,1,,,,,,,,1
21,"However, Democratic staff think that because CBO has scored the gambling provision as raising only $36 miilion (compared to our nearly $190 millionscore), that  they will drop the gambling proposal if they receive protests.",0,1,,,,,,,,1
22,"Pay-for Options Â· If we submit a budget amendment officially changing our proposal in a way that lowers the savings, OMB believes we should propose substitute pay-fors.",1,1,,,,,,,,1
23,Several child support options are currently being examined;,1,1,,,,,,,,1
24,early estimates show they likely will raise only about $50 million of the cost.,1,0,,,,,,,,0
25,"The remaining costs could be made up by proposing a pay-for that HHS vigorously protested during the development of the budget, which would moderately reduce the amount of performance-based child support funds made available to states at the same time we make other changes that are advantageous to states.",1,1,,,,,,,,1
26,"If they really want to go ahead with this meeting, I would think we should talk about the tribal and nontribal parts of this proposal at the same time, which would lead me to think Leg Affairs should be invited.",1,1,,,,,,,,1
27,Should we suggest?,1,1,,,,,,,,1
28,"John will have a deadbeat dads/indian gaming meeting on Thursday, March 9th at 11:00am.",0,0,,,,,,,,0
29,The meeting will be in John's office.,0,0,,,,,,,,0
30,Please call me with any questions/problems.,0,0,,,,,,,,0
31,Manifest is:,0,0,,,,,,,,0
32,"John will have a deadbeat dads/indian gaming meeting on Thursday, March 9th at 11:00am.",0,0,,,,,,,,0
33,The meeting will be in John's office.,0,0,,,,,,,,0
34,Please call me with any questions/problems.,0,0,,,,,,,,0
35,Manifest is:,0,0,,,,,,,,0
36,Maria -- you asked where we were in setting up an internal meeting to discuss next steps on child support and gaming.,0,1,,,,,,,,1
37,"As I have discussed with Lynn, Broderick, and Barbara, we are prepared to scale this proposal back to a demonstration, with voluntary participation on the part of a select number of gaming establishments.",1,1,,,,,,,,1
38,"Thus, our legislative proposal would be to test this  idea, and we would seek gaming  establishments willing to participate voluntarily.",1,1,,,,,,,,1
39,This should satisfy all concerns. .,1,0,,,,,,,,0
40,"Since changing our proposal will result in losing budget revenue, we need substitute pay-fors.",1,1,,,,,,,,1
41,OMB folks have been working diligently on this effort (we've been helping where we can).,1,1,,,,,,,,1
42,"As you know, uncontroversial pay-fors are h_ard to find, but we have several good things inÂ·development.",1,1,,,,,,,,1
43,"Once we've crossed this hurdle, we should be ready to go.",1,1,,,,,,,,1
44,"I think we all agree that we all have an interest in making sure this doesn't get out prematurely, because we a) don't want to get hopes up too early given the complications of the budget pay-for issues and",1,1,,,,,,,,1
45,b) we want to have a coordinated roll-out to make sure all our friends get alerted properly and can take proper credit.,1,1,,,,,,,,1
46,"Thus, we tried to the extent possible to make our meeting today with the National Indian Gaming Association into a listening session.",1,1,,,,,,,,1
47,They raised many good points.,1,0,,,,,,,,0
48,"I was planning that we could all meet again once we had vetted budget pay-fors, but I am happy to meet earlier  if others so desire.",0,1,,,,,,,,1
49,"I believe we should stick to the same plan we worked out before -- we start off by saying we understand there are problems with our original proposal, and we'd like to hear from them about their concerns, and proceed to have mainly a listening session.",0,1,,,,,,,,1
50,Lynn has forwarded to us a copy of NIGA's recent resolution on the subject.,0,0,,,,,,,,0
51,Barbara I'll fax you a copy.,0,0,,,,,,,,0
52,Eric -- some additional information from IRS's gambling industry experts.,0,1,,,,,,,,1
53,Hope this is helpful.,0,0,,,,,,,,0
54,Please confirm receipt.,0,0,,,,,,,,0
55,Thanks.,0,0,,,,,,,,0
56,-- Liz ',0,0,,,,,,,,0
57,"Good moring sorry I missed you  last week as I was on the road, and came home to quite a mess.",0,0,,,,,,,,0
58,In certain circumstances District Directors have authorized the internal control environment.,0,1,,,,,,,,1
59,"This has been approved because slot machines in denominations of $25 dollars and above ""lock-up"" at every win under the $1200 rule:",0,0,,,,,,,,0
60,"Under the aggregation permission, the IRS gets one report which reflects the total of all reportable transactions  audit  trails are  in place to ensure compliance.",0,0,,,,,,,,0
61,"This eases taxpayer burden, I would be happy to brief your office as to the details.",0,0,,,,,,,,0
62,"2:    W-2G's as they apply to Keno, Bingo and slots have been required since the mid?",0,0,,,,,,,,0
63,The dollar thresholds as they apply to these games  were written  at  a time when a $1200 dollar  jackpot was relatively  uncommon,0,0,,,,,,,,0
64,Things have changed.,0,0,,,,,,,,0
65,As you may recall laat year we began a study on raising the threshold to $500.0 and eliminate 85% of W-2G filings: Taxpayers argued that winners just itemized the losses against the wins and the Treasury was not really getting any revenue.,0,0,,,,,,,,0
66,Early results indicated that this would be to costly.,0,0,,,,,,,,0
67,We are currently working to find a revenue  neutral number.,0,1,,,,,,,,1
68,"Indian gaming offers some.unique challenges due to the sovereignty issue: that being said, Indian casinos have the same requirements as commercial casinos.",0,0,,,,,,,,0
69,For the most part the Indian casinos are in compliance.,0,0,,,,,,,,0
70,"In rare circumstances where they refuse to permit an audit, we cannot attest to any compliance in any area.",0,0,,,,,,,,0
71,"""E/GE will soon be responsible for this issue.",0,1,,,,,,,,1
72,To assist them we have develpped an Indian Gaming text and outreach publication.,0,0,,,,,,,,0
73,"Backup withholding from reportable gaming transactions is, a difficult number as all backup witholding is lumped together.",0,0,,,,,,,,0
74,We could attempt to study this issue shhuld you require a better number.,0,1,,,,,,,,1
75,"That being said, if people stood to lose all their winnings, to child support or just 31% if they refused identification;",0,0,,,,,,,,0
76,I think it would be fair to say backup withholding would increase.,0,1,,,,,,,,1
77,"The children however, would not get the  money the treasury would.",0,0,,,,,,,,0
78,I have some questions that I'm sure you can answer.,0,0,,,,,,,,0
79,Please give  me a call 202-622-5563,0,0,,,,,,,,0
80,Are there any situations where a casino does not stop operations to secure a W-2G?,0,0,,,,,,,,0
81,"I.e., do they continue operations if a card holder  exceeds the $1200.00 dollar limit because they have the individuals TIN?",0,0,,,,,,,,0
82,How long has the W-2G filing requirement been in place?,0,0,,,,,,,,0
83,Do we have any idea how often a casino has to backup withhold because the winner fails to provide a TIN #?,0,0,,,,,,,,0
84,The student loan offset was enacted in the 2000 appropriations a t.,0,0,,,,,,,,0
85,"We have another idea about using NDNH for other kinds of Federal debt collection, implemented through Treasury/FMS.",1,1,,,,,,,,1
86,"It came up late in the budget process, so we didn't have time to develop it for the 01 budget, ie we don't have a savings estimate.",1,1,,,,,,,,1
87,"We're getting that process going again with our Treasury branch colleagues now, too.",1,1,,,,,,,,1
88,Did we use all of the student loan offset to pay for SDUs last year?,0,0,,,,,,,,0
89,"If not, that may be a possibility",0,1,,,,,,,,1
90,Barbara  Chow spoke  to Jack  about child support and  gambling.,1,0,,,,,,,,0
91,His first reaction  was  'do we really need to drop this?',1,1,,,,,,,,1
92,but once he got beyond  that his only  issue is that he insists  we need to have another  pay-for to make up the savings.,1,1,,,,,,,,1
93,OMB  will work on this with our help.,1,1,,,,,,,,1
94,"I impressed  upon Barbara  the need to move quickly, to give it less time to leak out and 'to allow us to put it out sufficiently in advance of the President's trip.",1,1,,,,,,,,1
95,"Barbara thought one way we could pitch the voluntary option.is to talk about it as a pilot, saying we've realized there are some implementation questions and we want to test how it would work before we go national.",1,1,,,,,,,,1
96,"Participation in the pilot would of course be voluntary, and we might throw in some financial incentives to cover paperwork and computer costs for those who participate.",1,1,,,,,,,,1
97,I think this makes some sense.,1,1,,,,,,,,1
98,There's a commission relating to child support medical support issues (e.g. doing more to ensure the father's health plan covers the child as part of the child support order) that has just reported to HHS.,1,0,,,,,,,,0
99,HHS is apparently reviewing the recommendations,1,0,,,,,,,,0
100,"I don't really know what's in them, but there may be some savings associated with some of them (perhaps reduced Medicaid costs by ensuring kids get on their father's private insurance) that we could use to replace the gambling savings.",1,1,,,,,,,,1
101,"In general I think these recommendations could have potential, and I told Olivia several weeks ago I'd like  them to move quickly in their review and to come over and give us  a briefing.",1,1,,,,,,,,1
102,Barbara Pryor says Sen. Rockefeller would like to introduce a bill shortly (I think he and Sen Snowe were responsible for the legislation creating the commission).,0,0,,,,,,,,0
103,"We need to accelerate work on the independent contractor option, which Barbara thinks would pick up about half the savings needed.",1,1,,,,,,,,1
104,"She will get Smalligan and Ahern working on this, but you guys should work closely with them.",1,1,,,,,,,,1
105,"As I recall, we've asked Treasury for some information, but have not yet reached out to DOL and SBA?",1,1,,,,,,,,1
106,"And, though it is more OMB's responsibility than ours, we should try to think of any other possible pay-fors in our area (defined broadly).",1,1,,,,,,,,1
107,One possibly promising area are the recommendations on child support medical support made by the commission to HHS,1,1,,,,,,,,1
108,perhaps one of those have some savings (perhaps reduced Medicaid costs by ensuring kids get on their father's private insurance) that we could use to replace the gambling savings.,1,1,,,,,,,,1
109,Eric -- I know you got an (unofficial?) update from Legler on this can you fill the rest of us in?,1,0,,,,,,,,0
110,And we should also think more broadly than child support.,1,1,,,,,,,,1
111,Genie -- can you check to see if any of the bills introduced so far in Congress that have been referred to Ways and Means or Finance had any little pay-fors that weren't horrendous?,1,1,,,,,,,,1
112,Can anyone think of anything else?,1,1,,,,,,,,1
113,We're hoping to be able to seriously restructure our proposal to satisfy both tribal and non-tribal concerns.,1,1,,,,,,,,1
114,Barbara Chow is talking to Jack and Sylvia about how to handle the budget implications.,1,1,,,,,,,,1
115,"If we revise our plan, we want to make sure our friends get credit, so we need to keep this under wraps until we're ready to roll it out.",1,1,,,,,,,,1
116,We're going to go ahead and have the already-scheduled meeting With tribal gaming folks on Tuesday and tell them we recognize our current proposal won't work and seek their advice.,1,1,,,,,,,,1
117,Cynthia--I know you've had a couple of meetings on this issue including one recently with doj,1,0,,,,,,,,0
118,"Can you send me an email detailing the, issues as you see them and your plans for how  we're  going to resolve some of the outstanding issues, not limited to the Indian sovereignty but also how we're going to get the industry to cooperate?",1,1,,,,,,,,1
119,"â€¢ I've looked into the option of having gaming establishments collect and report to the federal child support database tie gambling winner's name, social security number, home address and possibly his employer's name and address.",1,1,,,,,,,,1
120,"In my view, the option would do little.to collect child support and we would still need to exempt tribes (lest we renege on our long standing support for tribal sovereignity).",1,1,,,,,,,,1
121,"The only advantage would be that it gives us a quasi-face-saving way to minimize opposition without abandoning our proposal altogether, which may be the best we can hope for at this point.",1,1,,,,,,,,1
122,Please advise on how I should proceed.,1,0,,,,,,,,0
123,We need to resolve this by Monday (before a scheduled meeting with tribes on Tuesday) and OMB may need to come up with another pay-for.,1,1,,,,,,,,1
124,"Should I begin selling .this reporting only option, with a tribal exemption, to 0MB,HHS, Leg Affairs, etc.?",1,1,,,,,,,,1
125,Keep in mind Lynn Cutler specifically requested a meeting where she and others would be at the table to weigh in (but she should like this option).,1,1,,,,,,,,1
126,"See below for more on the pros and cons of this option, and see the attached document for the wide range of unsavory options available to us..",1,1,,,,,,,,1
127,Require only reporting from tribes and nontribal gaming establishments,0,0,,,,,,,,0
128,"Pros: Likely to generate less opposition from gambling establishments, because it would require them only to report winnings, not collect child support.",1,1,,,,,,,,1
129,Allows us to minimize opposition without abandoning the proposal altogether .,1,1,,,,,,,,1
130,"Cons: Unlikely to generate information the child support.office doesn't already have, and thus is unlikely to result in more child support collections or federal revenues.",1,0,,,,,,,,0
131,"For examnple, the child support office will already have access to the home address on the individual's drivers license, and in this process will only get a more up-to-date address if the individual volunteers it to the gambling establishment",1,0,,,,,,,,0
132,"lf employer's name and address are also collected, this will require gambling establishments to collect more information than they generally do for the W2G and will increase opposition tb the proposal.",1,1,,,,,,,,1
133,"ln addition, this impinges on tribal sovereignty by having the federal government impose a requirement on tribes",1,1,,,,,,,,1
134,"(the proposal builds on current law, requiring tribes to report and in some cases withhold funds for federal income taxes, which also impinges on tribal sovereignty.)",1,1,,,,,,,,1
135,"We could therefore exempt tribes from this reporting requirement, generating more concerns from nontribal establishments.",1,1,,,,,,,,1
136,"Following up from our meeting on Child Support last Tuesday; we plan to meet with NIGA (the nongovernmental group)  on Tues, 2/15 at 2 pm in 472  in OEOB.",0,1,,,,,,,,1
137,Attendees from HHS and Treasury should send me your DOB and SSN..,0,0,,,,,,,,0
138,I am really sorry I missed the meeting this afternoon.,0,0,,,,,,,,0
139,I got completely  swamped  with some other  work.,0,0,,,,,,,,0
140,will try to catch up with one of you tomorrow afternoon to hear how things went.,0,0,,,,,,,,0
141,"Here are the numbers you asked for: Although, please let me know before you intend to use these in any public documents.",1,1,,,,,,,,1
142,"We try not to lay out all of the underlying assumptions in our estimates since, needless to say, developing these estimates is not an exact science.",1,1,,,,,,,,1
143,"I would want to be careful about how they are used, particularly in light of some of the new information we got from Treasury.",1,1,,,,,,,,1
144,"The first year is an anomaly, since we assume an implementation lag.",0,1,,,,,,,,1
145,"In the second through fifth years, we assume 54,000, 52,000, 49,000, and 46,000 intercepts.",0,0,,,,,,,,0
146,â€¢ Michelle - how many people did HHS estimate they would capture a year (over five years) who would actually have their gambling winnings interepted because they owed child support? ',0,0,,,,,,,,0
147,"I previously provided some or all of this information orally {by voicemail), but I neglected to  forward this email.",0,0,,,,,,,,0
148,"If  Cynthia needs more information, just let me know.",0,0,,,,,,,,0
149,"Otherwise, I think I've closed the DoC loop.",0,1,,,,,,,,1
150,I spoke with Monica.,0,0,,,,,,,,0
151,"This statute, and another relating to deep sea  mining which was not covered in the  White House memo, are ahead of  their  time as the benefits of working in and around the deep sea vents are not  yet  known  and the  costs are substantial.",0,1,,,,,,,,1
152,Monica tells me t_hat  these licenses can theoretic ally be given to individuals but the investment to carry out the work is so great that licenses will almost always be sought by companies and institutions.,0,1,,,,,,,,1
153,Kit and Jim - I am re-sending the message that Craig sent out last week.,0,0,,,,,,,,0
154,Apparently you  did not  receive it.,0,0,,,,,,,,0
155,I hope this answers the mail.,0,0,,,,,,,,0
156,Sorry for  the confusion.,0,0,,,,,,,,0
157,Monica,0,0,,,,,,,,0
158,Kit - to close the loop re child support matter.,0,1,,,,,,,,1
159,"Of the licenses noted, NoAA only issues those re Ocean Thermal Energy Conversion (42 USC 9111).",0,0,,,,,,,,0
160,"We have never issued such a license, however.",0,0,,,,,,,,0
161,"With regard to the other statutes: 43 (actually46) use 7101, 46 use 7103, 46 use 7104, 46 use 7112, 46 USC 7316, 46 USC 7317 and 46 USC ap1718, all of these statutes are administered by the US Coast Guard (actually, the Secretary of the department with the Coast Guard in it,  i.e. the DApartment  of Transportation).",0,0,,,,,,,,0
162,This should finalize NOAA's input into this project.,0,1,,,,,,,,1
163,"On another note, could you please have some advise us on what criterion your office uses for promotion of attorney from GS 14 to 15.",0,0,,,,,,,,0
164,thanks.,0,0,,,,,,,,0
165,Craig,0,0,,,,,,,,0
166,Federal Agency Welfare Hiring Update,0,0,,,,,,,,0
167,"Attached are not-yet-released numbers from OPM showing that federal agencies have hired 2,834 welfare recipients since the President's March 8th, 1997 executive order and the April 10th Cabinet meeting  where agencies  made hiring commitments.",0,0,,,,,,,,0
168,"We are planning to have an event in March or April to commemorate the one year anniversary of this initiative and to publicly share our progress toward the goal of hiring 10,000 welfare recipients by the year 2000.",0,1,,,,,,,,1
169,The event may focus on federal agencies' efforts to encourage contrators to hire from the welfare rolls.,0,0,,,,,,,,0
170,"Key contacts: myself or Susan Valaskovic, National Performance Review, 632-0354.",0,0,,,,,,,,0
171,Child Support Enforcement Request,0,0,,,,,,,,0
172,"Currently, we require states to deny drivers and professional licenses to parents who owe child support, but we allow such parents to obtain federal licenses.",0,0,,,,,,,,0
173,We are considering talkng action to remedy this situation.,1,1,,,,,,,,1
174,Will you please respond to the following questions by Friday February 17,0,0,,,,,,,,0
175,"In your February 17, l 998 memorandum you discussed child support enforcement.",0,0,,,,,,,,0
176,You pointed out that states are required to deny drivers and professional licenses to parents who owe child support and that the Administratton is considering taking action to deny federal licenses to such parents.,0,1,,,,,,,,1
177,You provided a preliminary list of federal licenses and asked EPA to identify any that are missing from the list and to answer several questions about those licenses.,0,0,,,,,,,,0
178,The information you requested is attached.,0,0,,,,,,,,0
179,"As you can see from the attachment, very few of the ""licenses"" granted by EPA go to individuals, as opposed to business entities.",0,0,,,,,,,,0
180,Accordingly we believe that few benefits and potentially significant costs could result from any effort to amend the various environmental licensing programs to include child support enforcement provisions.,1,1,,,,,,,,1
181,"For purposes of this exercise considered the term ""license"" broadly to include licenses, permits, certification accreditations, and approvals that allow persons  to  undertake  activities within EPA's jurisdiction.",0,0,,,,,,,,0
182,"The following is a list of licenses, permits, certifications,  accreditations and approvals issue (hereinafter licenses) by EPA",0,0,,,,,,,,0
183,In many cases the licenses are available both to individuals (mcluding those acting in a business capacity as a sole proprietor) to  ness entities such as partnerships and corporations.,0,0,,,,,,,,0
184,"It is probable that most of them are held by businesses rather than individuals, but we have included any license that might be granted to an individual",0,0,,,,,,,,0
185,(including those acting in an individual business capacity or as an employee required to have a specific  to do his or her job).,0,0,,,,,,,,0
186,"You should also note that the authority to issue most of these licenses can be, and in most cases is, delegated to states (and in some cases tribes) under EPAs various statutes.",0,0,,,,,,,,0
187,If a state or tribe has been d egated or authorized to issue the license EPA generally does not perform that function for that jurisdiction.,0,0,,,,,,,,0
188,"Where the state or tribe is not delegated or authorized to perform this function, EPA would perform the function.",0,0,,,,,,,,0
189,"Thus, to be complete, any approach to child support enforcement in this area would have to deny these types of licenses whether they are issued by EPA, by the states, or by tribes..",0,1,,,,,,,,1
190,"We do not have readily available information that would allow us to determine how many individual as opposed to business entities, have each of these kinds of licenses, but we  try to indicate below relative proportions of individuals as opposed to business entities receiving each kind of license.",0,0,,,,,,,,0
191,"As you will see, we believe that only a few individuals receive these kinds of licenses from EPA, or from states and tnbes under EPA-delegated or authorized programs.",0,1,,,,,,,,1
192,"Thus, there would not be much benefit from attempting to deny these kinds of licenses for people who have not paid child support, and dojng so may add considerable burden and complexity to federal, state, and tribal administration of these programs.",1,1,,,,,,,,1
193,"Finally we do not believe we would have the authority under current law to be able to deny these licenses to individuals because they owe child support, accordingly ""legislation would Be neededâ€",1,1,,,,,,,,1
194,"Given the low potential payoff from using environmental licensing as a tool for child support enforcement, we are concerned that such legislation might become a vehicle for other, unwarranted changes in the environmental laws.",1,1,,,,,,,,1
195,The EPA contact with whom you should coordinate as you develop possible policy on this issue is Mark Badalamente at (202)260-4724.,0,1,,,,,,,,1
196,Please find below the first installment from the Department of Commerce on this issue.,0,0,,,,,,,,0
197,"(It's in the form of a memo from Kit Lunney, Deputy General Counsel here, to me.)",0,1,,,,,,,,1
198,"As I advised you in my telephone message, more is due from NOAA early next week.",0,0,,,,,,,,0
199,I appreciate  your patience; please feel free to  call me with any questions or comments on the information.,0,0,,,,,,,,0
200,"If you need it in a more formal format, I can arrange that, too.",0,0,,,,,,,,0
201,"Per your request, I have canvassed OGC to obtain ahswers to the questions raised in the Child Support Enforcement inquiry from the White House.",0,0,,,,,,,,0
202,"I provided copies of the memo to those agencies that on the face  of  the statutes noted appeared to  be  responsible  for  administering  them, specifically ITA, NOAA, PTO and BXA.",0,0,,,,,,,,0
203,"Their answers are detailed below, also posed the  questions  raised at  a Senior  Staff  meeting this  week to  see if any other Commerce bureaus had licenses of the type discussed.",0,1,,,,,,,,1
204,The answer from around the table was no.,0,1,,,,,,,,1
205,"In addition, I spoke to my Assistant General Counsels and members of their staff  to  see if  they  were aware of any additional licenses of this type and again the answer was no..",0,0,,,,,,,,0
206,Questions Presented and Answered:,0,0,,,,,,,,0
207,1. How many people currently have these licenses?,0,0,,,,,,,,0
208,The Department of Commerce does not currently issue licenses or certificates for foreign traveling salesmen.,0,0,,,,,,,,0
209,No person currently holds such a license or certificate.,0,0,,,,,,,,0
210,"2. Would we, through regulation, be able to deny these licenses to people who owe child support, or would a legislative change be required?",0,1,,,,,,,,1
211,"The Department of Commerce cannot deny a license through regulation, which it currently does not issue.",0,0,,,,,,,,0
212,3. Who is the agency contact with whom we should coordinate as we develop possible policy on this issue?,0,1,,,,,,,,1
213,No agency contact is available because the Department of Commerce does not issue such licenses or certificates ..,0,0,,,,,,,,0
214,Background: The purpose of 22 USC 6503 was to enforce the provisions of certain conventions entered into with foreign governments that permit commercial travelers (foreign traveling salesmen) of Contracting Parties to operate in the United States.,0,0,,,,,,,,0
215,"Enacted in 1922, this Act authorized the Department of Commerce to 1) issue licenses to manufacturers, merchants and traders domiciled in the other Contracting Party to operate as commercial travelers in the United States, and",0,0,,,,,,,,0
216,"2) issue certificates  attesting  that  a manufacturer, merchant or trader domiciled in the United States was a commercial traveler.",0,0,,,,,,,,0
217,"This Act has apparently not  been enforced in the last twenty years, if ever.",0,0,,,,,,,,0
218,A search of the Federal Register back to 1980 indicates that no regulations have been passed to implement this licensing and certification process.,0,0,,,,,,,,0
219,The Department of Commerce currently does not issue licenses or certificates for foreign traveling salesmen (commercial travelers).,0,0,,,,,,,,0
220,The State Department was contacted to determine if they administer a similar process.,0,0,,,,,,,,0
221,The State Department does not issue licenses or certificates for foreign traveling salesmen (commercial travelers).,0,0,,,,,,,,0
222,b) How many people currently have these licenses?,0,0,,,,,,,,0
223,"The PTO issues over 100,000 patents per year.",0,0,,,,,,,,0
224,"Most patent applications are owned by legal entities, such as corporations and universities, to whom the inventor has assigned his or her rights (usually in accordance with an employment contract).",0,0,,,,,,,,0
225,"â€¢ c) Would we, through regulation, be able to deny these licenses to people who owe child support, or would a legislative change be required?",0,1,,,,,,,,1
226,Patents issue when the PTO determines that the applicant has complied with the requirements of the Patent Act.,0,0,,,,,,,,0
227,The PTO would need statutory authority to deny a patent grant because an applicant owes child support.,0,0,,,,,,,,0
228,"In addition, since most patent applications are owned by legal entities such as corporations and universities, it is not clear how this provision would be applicable.",0,0,,,,,,,,0
229,d) Who is the agency contact with whom we should coordinate as we develop possible policy on this issue?,0,1,,,,,,,,1
230,Are there are licenses missing from the list?,0,0,,,,,,,,0
231,The PTO issues licenses to individuals to practice before the PTO in patent matters.,0,0,,,,,,,,0
232,"Currently, there are approximately 20,000 registered patent practitioners.",0,0,,,,,,,,0
233,"However, most of these practitioners are attorneys, and therefore already subject to denial of their state license.",0,0,,,,,,,,0
234,The denial of their state license would ordinarily result in the denial of their license to practice before the PTO in patent and trademark matters.,0,0,,,,,,,,0
235,The PTO believes that th Commissioner has authority to promulgate substantive regulations regarding patent practitioners.,0,1,,,,,,,,1
236,"See 35 U.S.C. 6  31 (""The Commissioner, subject to the approval of the Secretary of  Commerce, may prescribe regulations governing the recognition and conduct of agents, attorneys, or other persons representing  applicants  or  other  parties  before the Patent and Trademark Office ... "").",0,0,,,,,,,,0
237,NOAA is still working on an answer regarding the  nine  statutes  listed in the memo.,0,0,,,,,,,,0
238,I hope to get an answer back from them soon.,0,0,,,,,,,,0
239,The following relates to statutes not listed in the memo.,0,0,,,,,,,,0
240,(a) The National Marine Fisheries Service (NMFS) issues licenses and permits under a number of statutes that conserve and manage living marine resources.,0,0,,,,,,,,0
241,"Some licenses are issued to vessels, others to individuals.",0,0,,,,,,,,0
242,These statutes include:,0,0,,,,,,,,0
243,"Northern Pacific Halibut Act, 16 USC 773 et seq.",0,0,,,,,,,,0
244,"Tuna Conventions Act, 16 USC 951 et seq.",0,0,,,,,,,,0
245,"Atlantic Tunas ConÂ·vention Act, 16 USC 971 et seq.",0,0,,,,,,,,0
246,"South Pacific Tuna Act, 16 USC 973 et seq.",0,0,,,,,,,,0
247,"Marine Mammal Protection Act, 16 USC 1361 et seq.",0,0,,,,,,,,0
248,"Endangered Species Act, 16 USC 1531 et seq.",0,0,,,,,,,,0
249,Magnuson-Stevens.,0,0,,,,,,,,0
250,"Fishery Conservation  and Management  Act, 16 USC  1801..et seq.",0,0,,,,,,,,0
251,"Antarctic Marine Living Resources Convention Act, 16 USC 2431 et seq.",0,0,,,,,,,,0
252,"High Seas Fishing Compliance Act, 16 USC 5501 et seq.",0,0,,,,,,,,0
253,(b) The number of licenses and permits issued by NMFS numbers in the several  thousands.,0,0,,,,,,,,0
254,(c) None of the statutes NMFS administers explicitly authorizes NMFS to deny licenses and permits to people who owe child support.,0,0,,,,,,,,0
255,Our initial reaction is that legislative change would be required.,0,1,,,,,,,,1
256,"BXA's export licenses are granted primarily to corporate entities as , opposed to individuals.",0,0,,,,,,,,0
257,The Bureau grants no other licenses.,0,0,,,,,,,,0
258,"Thank you, Judge.",0,0,,,,,,,,0
259,Can you get me something in writing re: what Virginia has done and what results they have had -- or give me a name and number to call?,1,0,,,,,,,,0
260,"I want to know, can we credible say this has ""worked"" in Virginia?",1,1,,,,,,,,1
261,"We have talked about it and decided that, absent legislation - similar to what we have in the law regarding state license revocation, booting cannot be mandated by regulation.",1,1,,,,,,,,1
262,"As you may know, the State of Virginia has begun a very aggressive program of booting and the State Director there tells me that i has been very successful.",0,0,,,,,,,,0
263,"I have asked the editor of our Child- Support Report that goes to  employees  across  the nation, to  feature  the Virginia I project in an article ..",1,0,,,,,,,,0
264,We also do a best practices manual.,0,0,,,,,,,,0
265,"If the resuits continue to be beneficial, we will include it in a future edition.",1,1,,,,,,,,1
266,"It might b e worthwhile, however, for the President to mention it in some future child support radio address.",1,1,,,,,,,,1
267,Hope this helps.,0,0,,,,,,,,0
268,David Ross.,0,0,,,,,,,,0
