<label>|<Sentence Text>|<Always deliberative>|<Non IIA>|<Sentiment>|<Subjectivity>
D1|It came up late in the budget process, so we didn't have time to develop it for the 01 budget, ie we don't have a savings estimate.|1||-0.999075174|0.99940395
D1|We're getting that process going again with our Treasury branch colleagues now, too.|1||0.998704195|0.9549141
|||||
D1|Did we use all of the student loan offset to pay for SDUs last year?|||-0.998613|0.26246908
D1|If not, that may be a possibility|||-0.523386538|0.44853035
|||||
D1|Barbara  Chow spoke  to Jack  about child support and  gambling.|1||0.705411017|0.000240517
D1|His first reaction  was  'do we really need to drop this?'|1||-0.999331355|0.50926673
D1|but once he got beyond  that his only  issue is that he insists  we need to have another  pay-for to make up the savings.|1||-0.974795997|0.05298541
D1|OMB  will work on this with our help.|1||0.99615401|0.06358956
D1|I impressed  upon Barbara  the need to move quickly, to give it less time to leak out and 'to allow us to put it out sufficiently in advance of the President's trip.|1||0.999703705|0.98946315
|||||
D1|Barbara thought one way we could pitch the voluntary option.is to talk about it as a pilot, saying we've realized there are some implementation questions and we want to test how it would work before we go national.|1||-0.999085784|0.9999312
D1|Participation in the pilot would of course be voluntary, and we might throw in some financial incentives to cover paperwork and computer costs for those who participate.|1||-0.999155045|0.06162061
D1|I think this makes some sense.|1||0.966734111|0.99561477
|||||
D1|There's a commission relating to child support medical support issues (e.g. doing more to ensure the father's health plan covers the child as part of the child support order) that has just reported to HHS.|1||-0.979275346|1.08E-05
D1|HHS is apparently reviewing the recommendations|1||-0.995405912|0.91066617
D1|I don't really know what's in them, but there may be some savings associated with some of them (perhaps reduced Medicaid costs by ensuring kids get on their father's private insurance) that we could use to replace the gambling savings.|1||-0.657091618|0.96659696
|||||
D1|In general I think these recommendations could have potential, and I told Olivia several weeks ago I'd like  them to move quickly in their review and to come over and give us  a briefing.|1||0.567632198|0.038352326
D1|Barbara Pryor says Sen. Rockefeller would like to introduce a bill shortly (I think he and Sen Snowe were responsible for the legislation creating the commission).|||-0.951800048|0.965808
|||||
D1|We need to accelerate work on the independent contractor option, which Barbara thinks would pick up about half the savings needed.|1||-0.999736488|0.76185423
D1|She will get Smalligan and Ahern working on this, but you guys should work closely with them.|1||0.628792465|0.012907065
D1|As I recall, we've asked Treasury for some information, but have not yet reached out to DOL and SBA?|1||-0.996441066|0.6302314
|||||
D1|And, though it is more OMB's responsibility than ours, we should try to think of any other possible pay-fors in our area (defined broadly).|1||0.86337316|0.6907139
|||||
D1|One possibly promising area are the recommendations on child support medical support made by the commission to HHS|1||0.794354081|0.000713672
D1|perhaps one of those have some savings (perhaps reduced Medicaid costs by ensuring kids get on their father's private insurance) that we could use to replace the gambling savings.|1||-0.969510615|0.7939455
D1|Eric -- I know you got an (unofficial?) update from Legler on this can you fill the rest of us in?|1||-0.6711694|0.86267674
|||||
D1|And we should also think more broadly than child support.|1||0.945468545|0.16086738
D1|Genie -- can you check to see if any of the bills introduced so far in Congress that have been referred to Ways and Means or Finance had any little pay-fors that weren't horrendous?|1||-0.680615008|0.99998736
D1|Can anyone think of anything else?|1||0.996082902|0.4083006
|||||
D1|We're hoping to be able to seriously restructure our proposal to satisfy both tribal and non-tribal concerns.|1||-0.830134273|0.011717303
D1|Barbara Chow is talking to Jack and Sylvia about how to handle the budget implications.|1||-0.795896411|0.5131282
D1|If we revise our plan, we want to make sure our friends get credit, so we need to keep this under wraps until we're ready to roll it out.|1||-0.980097234|0.9996973
D1|We're going to go ahead and have the already-scheduled meeting With tribal gaming folks on Tuesday and tell them we recognize our current proposal won't work and seek their advice.|1||-0.997763634|0.7105492
|||||
D1|Cynthia--I know you've had a couple of meetings on this issue including one recently with doj|1||0.660251975|0.0411145
D1|Can you send me an email detailing the, issues as you see them and your plans for how  we're  going to resolve some of the outstanding issues, not limited to the Indian sovereignty but also how we're going to get the industry to cooperate?|1||0.528878093|0.8615938
|||||
D1|â€¢ I've looked into the option of having gaming establishments collect and report to the federal child support database tie gambling winner's name, social security number, home address and possibly his employer's name and address.|1||-0.999859452|8.18E-06
D1|In my view, the option would do little.to collect child support and we would still need to exempt tribes (lest we renege on our long standing support for tribal sovereignity).|1||-0.999765098|0.01922635
D1|The only advantage would be that it gives us a quasi-face-saving way to minimize opposition without abandoning our proposal altogether, which may be the best we can hope for at this point.|1||-0.519418776|0.99997365
|||||
D1|Please advise on how I should proceed.|1||0.773273587|0.092487834
D1|We need to resolve this by Monday (before a scheduled meeting with tribes on Tuesday) and OMB may need to come up with another pay-for.|1||-0.99934715|0.000170286
D1|Should I begin selling .this reporting only option, with a tribal exemption, to 0MB,HHS, Leg Affairs, etc.?|1||-0.988922358|0.01490075
D1|Keep in mind Lynn Cutler specifically requested a meeting where she and others would be at the table to weigh in (but she should like this option).|1||0.986275554|0.000842752
|||||
D1|See below for more on the pros and cons of this option, and see the attached document for the wide range of unsavory options available to us..|1||-0.844797432|0.9955884
|||||
D1|Require only reporting from tribes and nontribal gaming establishments|||-0.979888082|0.025862055
|||||
D1|Pros: Likely to generate less opposition from gambling establishments, because it would require them only to report winnings, not collect child support.|1||0.779407322|0.8801656
D1|Allows us to minimize opposition without abandoning the proposal altogether .|1||0.999291658|0.9853596
|||||
D1|Cons: Unlikely to generate information the child support.office doesn't already have, and thus is unlikely to result in more child support collections or federal revenues.|1||-0.999085426|0.8525734
D1|For examnple, the child support office will already have access to the home address on the individual's drivers license, and in this process will only get a more up-to-date address if the individual volunteers it to the gambling establishment|1||-0.945876062|8.68E-07
D1|lf employer's name and address are also collected, this will require gambling establishments to collect more information than they generally do for the W2G and will increase opposition tb the proposal.|1||-0.999479473|8.00E-08
D1|ln addition, this impinges on tribal sovereignty by having the federal government impose a requirement on tribes|1||-0.998137355|0.3527545
D1|(the proposal builds on current law, requiring tribes to report and in some cases withhold funds for federal income taxes, which also impinges on tribal sovereignty.)|1||0.807199836|0.15544017
D1|We could therefore exempt tribes from this reporting requirement, generating more concerns from nontribal establishments.|1||-0.997308135|0.10802993
|||||
D0|Following up from our meeting on Child Support last Tuesday; we plan to meet with NIGA (the nongovernmental group)  on Tues, 2/15 at 2 pm in 472  in OEOB.|||0.953987956|7.14E-08
|||||
D0|Attendees from HHS and Treasury should send me your DOB and SSN..|||-0.995577455|0.95371586
|||||
D0|I am really sorry I missed the meeting this afternoon.|||-0.98867923|0.9844349
D0|I got completely  swamped  with some other  work.|||-0.967548311|0.4687726
D0|will try to catch up with one of you tomorrow afternoon to hear how things went.|||0.823858261|0.24843504
|||||
D1|Here are the numbers you asked for: Although, please let me know before you intend to use these in any public documents.|1||-0.792131543|0.91751254
D1|We try not to lay out all of the underlying assumptions in our estimates since, needless to say, developing these estimates is not an exact science.|1||-0.999681115|0.94403285
D1|I would want to be careful about how they are used, particularly in light of some of the new information we got from Treasury.|1||-0.995050013|0.95317554
D1|The first year is an anomaly, since we assume an implementation lag.|||-0.999902725|0.8977097
D1|In the second through fifth years, we assume 54,000, 52,000, 49,000, and 46,000 intercepts.|||0.772876918|0.897104
|||||
D0|â€¢ Michelle - how many people did HHS estimate they would capture a year (over five years) who would actually have their gambling winnings interepted because they owed child support? '|||0.985850394|0.13740097
|||||
D0|I previously provided some or all of this information orally {by voicemail), but I neglected to  forward this email.|||-0.999258697|0.9018971
D0|If  Cynthia needs more information, just let me know.|||-0.50179249|0.46702242
D0|Otherwise, I think I've closed the DoC loop.|||-0.958670795|0.94872475
|||||
D1|I spoke with Monica.|||-0.909559488|0.12934016
D1|This statute, and another relating to deep sea  mining which was not covered in the  White House memo, are ahead of  their  time as the benefits of working in and around the deep sea vents are not  yet  known  and the  costs are substantial.|||0.996709228|4.37E-06
D1|Monica tells me t_hat  these licenses can theoretic ally be given to individuals but the investment to carry out the work is so great that licenses will almost always be sought by companies and institutions.|||0.9955616|0.92796063
|||||
D0|Kit and Jim - I am re-sending the message that Craig sent out last week.|||-0.67748332|0.69285995
D0|Apparently you  did not  receive it.|||-0.997824907|0.65134436
D0|I hope this answers the mail.|||0.979206443|0.078767575
D0|Sorry for  the confusion.|||-0.987964988|0.047258362
D0|Monica|||0.914452553|0.32774684
|||||
D0|Kit - to close the loop re child support matter.|||0.992905855|0.6138476
D0|Of the licenses noted, NoAA only issues those re Ocean Thermal Energy Conversion (42 USC 9111).|||-0.84256494|0.00220386
D0|We have never issued such a license, however.|||-0.737748742|0.50839317
D0|With regard to the other statutes: 43 (actually46) use 7101, 46 use 7103, 46 use 7104, 46 use 7112, 46 USC 7316, 46 USC 7317 and 46 USC ap1718, all of these statutes are administered by the US Coast Guard (actually, the Secretary of the department with the Coast Guard in it,  i.e. the DApartment  of Transportation).|||-0.91086334|0.001407549
|||||
D0|This should finalize NOAA's input into this project.|||0.949729979|0.7141875
|||||
D0|On another note, could you please have some advise us on what criterion your office uses for promotion of attorney from GS 14 to 15.|||-0.816017032|0.8140444
D0|thanks.|||0.986550331|0.5661136
D0|Craig|||0.91572094|0.6145882
|||||
D0|Federal Agency Welfare Hiring Update|||-0.947332978|8.25E-05
|||||
D0|Attached are not-yet-released numbers from OPM showing that federal agencies have hired 2,834 welfare recipients since the President's March 8th, 1997 executive order and the April 10th Cabinet meeting  where agencies  made hiring commitments.|||-0.999333799|1.31E-05
|||||
D0|We are planning to have an event in March or April to commemorate the one year anniversary of this initiative and to publicly share our progress toward the goal of hiring 10,000 welfare recipients by the year 2000.|||0.985241711|0.3248506
D0|The event may focus on federal agencies' efforts to encourage contrators to hire from the welfare rolls.|||-0.850426078|0.000416672
D0|Key contacts: myself or Susan Valaskovic, National Performance Review, 632-0354.|||0.998614669|0.78314745
|||||
D0|Child Support Enforcement Request|||0.891214669|0.001325125
|||||
D1|Currently, we require states to deny drivers and professional licenses to parents who owe child support, but we allow such parents to obtain federal licenses.|||0.525458932|7.26E-06
D1|We are considering talkng action to remedy this situation.|1||-0.985164165|0.99835026
D1|Will you please respond to the following questions by Friday February 17|||0.625184774|0.6491435
|||||
D0|In your February 17, l 998 memorandum you discussed child support enforcement.|||-0.630684197|0.19218303
D0|You pointed out that states are required to deny drivers and professional licenses to parents who owe child support and that the Administratton is considering taking action to deny federal licenses to such parents.|||-0.943809152|0.002809124
D0|You provided a preliminary list of federal licenses and asked EPA to identify any that are missing from the list and to answer several questions about those licenses.|||-0.981168032|0.7709134
|||||
D1|The information you requested is attached.|||-0.740249634|0.375336
D1|"As you can see from the attachment, very few of the ""licenses"" granted by EPA go to individuals, as opposed to business entities."|||-0.689904749|0.34281164
D1|Accordingly we believe that few benefits and potentially significant costs could result from any effort to amend the various environmental licensing programs to include child support enforcement provisions.|1||-0.999316812|0.6958295
|||||
D1|"For purposes of this exercise considered the term ""license"" broadly to include licenses, permits, certification accreditations, and approvals that allow persons  to  undertake  activities within EPA's jurisdiction."|||-0.850925386|0.040191036
D1|The following is a list of licenses, permits, certifications,  accreditations and approvals issue (hereinafter licenses) by EPA|||0.713762283|2.93E-06
D1|In many cases the licenses are available both to individuals (mcluding those acting in a business capacity as a sole proprietor) to  ness entities such as partnerships and corporations.|||-0.536845505|1.25E-06
D1|It is probable that most of them are held by businesses rather than individuals, but we have included any license that might be granted to an individual|||-0.996796668|0.9322087
D1|(including those acting in an individual business capacity or as an employee required to have a specific  to do his or her job).|||0.791355848|3.34E-05
|||||
D0|You should also note that the authority to issue most of these licenses can be, and in most cases is, delegated to states (and in some cases tribes) under EPAs various statutes.|||0.823700428|0.8681257
D0|If a state or tribe has been d egated or authorized to issue the license EPA generally does not perform that function for that jurisdiction.|||-0.999106944|0.7112409
D0|Where the state or tribe is not delegated or authorized to perform this function, EPA would perform the function.|||-0.988873601|0.008507128
D0|Thus, to be complete, any approach to child support enforcement in this area would have to deny these types of licenses whether they are issued by EPA, by the states, or by tribes..|||-0.764208257|2.62E-05
|||||
D1|We do not have readily available information that would allow us to determine how many individual as opposed to business entities, have each of these kinds of licenses, but we  try to indicate below relative proportions of individuals as opposed to business entities receiving each kind of license.|||-0.98926115|0.9475099
D1|As you will see, we believe that only a few individuals receive these kinds of licenses from EPA, or from states and tnbes under EPA-delegated or authorized programs.|||-0.884405255|0.83757913
D1|Thus, there would not be much benefit from attempting to deny these kinds of licenses for people who have not paid child support, and dojng so may add considerable burden and complexity to federal, state, and tribal administration of these programs.|1||-0.983401299|0.06302077
|||||
D1|"Finally we do not believe we would have the authority under current law to be able to deny these licenses to individuals because they owe child support, accordingly ""legislation would Be neededâ€"|1||-0.974273384|0.297203
D1|Given the low potential payoff from using environmental licensing as a tool for child support enforcement, we are concerned that such legislation might become a vehicle for other, unwarranted changes in the environmental laws.|1||-0.98848778|0.9156721
|||||
D0|The EPA contact with whom you should coordinate as you develop possible policy on this issue is Mark Badalamente at (202)260-4724.|||0.797374964|0.96166307
|||||
D0|Please find below the first installment from the Department of Commerce on this issue.|||-0.980552614|0.07427573
D0|(It's in the form of a memo from Kit Lunney, Deputy General Counsel here, to me.)|||-0.565615475|0.00078116
|||||
D0|As I advised you in my telephone message, more is due from NOAA early next week.|||-0.550942242|0.07390193
D0|I appreciate  your patience; please feel free to  call me with any questions or comments on the information.|||-0.992598772|0.9954261
D0|If you need it in a more formal format, I can arrange that, too.|||0.782893479|0.9996915
|||||
D0|Per your request, I have canvassed OGC to obtain ahswers to the questions raised in the Child Support Enforcement inquiry from the White House.|||0.992203236|0.7800539
D0|I provided copies of the memo to those agencies that on the face  of  the statutes noted appeared to  be  responsible  for  administering  them, specifically ITA, NOAA, PTO and BXA.|||-0.986271739|0.94033635
D0|Their answers are detailed below, also posed the  questions  raised at  a Senior  Staff  meeting this  week to  see if any other Commerce bureaus had licenses of the type discussed.|||0.769088387|0.000229203
D0|The answer from around the table was no.|||-0.997996986|0.027996223
D0|In addition, I spoke to my Assistant General Counsels and members of their staff  to  see if  they  were aware of any additional licenses of this type and again the answer was no..|||-0.998994172|3.98E-05
|||||
D0|Questions Presented and Answered:|||0.997719705|0.39159918
D0|1. How many people currently have these licenses?|||-0.519410193|0.06931484
D0|The Department of Commerce does not currently issue licenses or certificates for foreign traveling salesmen.|||-0.949088514|0.000411715
D0|No person currently holds such a license or certificate.|||-0.672067523|0.31078526
|||||
D0|2. Would we, through regulation, be able to deny these licenses to people who owe child support, or would a legislative change be required?|||-0.927977145|0.008058895
D0|The Department of Commerce cannot deny a license through regulation, which it currently does not issue.|||0.784993947|0.000268476
|||||
D0|3. Who is the agency contact with whom we should coordinate as we develop possible policy on this issue?|||-0.971176744|0.005490629
D0|No agency contact is available because the Department of Commerce does not issue such licenses or certificates ..|||-0.986618459|0.005059689
|||||
D0|Background: The purpose of 22 USC 6503 was to enforce the provisions of certain conventions entered into with foreign governments that permit commercial travelers (foreign traveling salesmen) of Contracting Parties to operate in the United States.|||-0.891413271|7.16E-05
D0|Enacted in 1922, this Act authorized the Department of Commerce to 1) issue licenses to manufacturers, merchants and traders domiciled in the other Contracting Party to operate as commercial travelers in the United States, and|||0.889212847|1.29E-09
D0|2) issue certificates  attesting  that  a manufacturer, merchant or trader domiciled in the United States was a commercial traveler.|||-0.997312069|9.70E-05
|||||
D0|This Act has apparently not  been enforced in the last twenty years, if ever.|||-0.99839288|0.1115057
D0|A search of the Federal Register back to 1980 indicates that no regulations have been passed to implement this licensing and certification process.|||-0.779310107|0.044959888
D0|The Department of Commerce currently does not issue licenses or certificates for foreign traveling salesmen (commercial travelers).|||-0.967164338|4.66E-06
D0|The State Department was contacted to determine if they administer a similar process.|||-0.953254998|1.31E-05
D0|The State Department does not issue licenses or certificates for foreign traveling salesmen (commercial travelers).|||-0.959165931|4.55E-05
|||||
D0|b) How many people currently have these licenses?|||-0.746562123|0.21685573
|||||
D0|The PTO issues over 100,000 patents per year.|||0.967440963|0.24341471
D0|Most patent applications are owned by legal entities, such as corporations and universities, to whom the inventor has assigned his or her rights (usually in accordance with an employment contract).|||0.663731039|1.95E-09
|||||
D0|â€¢ c) Would we, through regulation, be able to deny these licenses to people who owe child support, or would a legislative change be required?|||-0.791463077|0.02509758
|||||
D0|Patents issue when the PTO determines that the applicant has complied with the requirements of the Patent Act.|||-0.978692591|0.011914999
D0|The PTO would need statutory authority to deny a patent grant because an applicant owes child support.|||-0.949144661|0.13481516
D0|In addition, since most patent applications are owned by legal entities such as corporations and universities, it is not clear how this provision would be applicable.|||-0.993792236|0.013948305
|||||
D0|d) Who is the agency contact with whom we should coordinate as we develop possible policy on this issue?|||-0.910054624|0.006453607
|||||
D0|Are there are licenses missing from the list?|||-0.99059993|0.000919333
D0|The PTO issues licenses to individuals to practice before the PTO in patent matters.|||0.948657453|0.000544129
D0|Currently, there are approximately 20,000 registered patent practitioners.|||0.997027814|0.002474696
D0|However, most of these practitioners are attorneys, and therefore already subject to denial of their state license.|||-0.991310358|0.06600603
D0|The denial of their state license would ordinarily result in the denial of their license to practice before the PTO in patent and trademark matters.|||-0.99628675|0.08756464
|||||
D0|The PTO believes that th Commissioner has authority to promulgate substantive regulations regarding patent practitioners.|||0.867932916|0.13092129
D0|"See 35 U.S.C. 6  31 (""The Commissioner, subject to the approval of the Secretary of  Commerce, may prescribe regulations governing the recognition and conduct of agents, attorneys, or other persons representing  applicants  or  other  parties  before the Patent and Trademark Office ... "")."|||0.587774932|9.50E-06
|||||
D0|NOAA is still working on an answer regarding the  nine  statutes  listed in the memo.|||-0.825305462|0.40470916
D0|I hope to get an answer back from them soon.|||-0.963595867|0.002069342
D0|The following relates to statutes not listed in the memo.|||-0.914944053|0.04609604
|||||
D0|(a) The National Marine Fisheries Service (NMFS) issues licenses and permits under a number of statutes that conserve and manage living marine resources.|||0.994045734|3.97E-09
D0|Some licenses are issued to vessels, others to individuals.|||0.883455992|1.48E-05
D0|These statutes include:|||0.980957031|0.06678385
|||||
D0|Northern Pacific Halibut Act, 16 USC 773 et seq.|||0.918766797|0.001320007
D0|Tuna Conventions Act, 16 USC 951 et seq.|||0.895313799|0.31530306
D0|Atlantic Tunas ConÂ·vention Act, 16 USC 971 et seq.|||0.953113437|0.7376348
D0|South Pacific Tuna Act, 16 USC 973 et seq.|||0.979043365|0.003235196
D0|Marine Mammal Protection Act, 16 USC 1361 et seq.|||0.986386418|0.003241388
D0|Endangered Species Act, 16 USC 1531 et seq.|||0.977836132|0.003300014
D0|Magnuson-Stevens.|||0.998171568|0.6646485
D0|Fishery Conservation  and Management  Act, 16 USC  1801..et seq.|||0.990515709|0.002950473
D0|Antarctic Marine Living Resources Convention Act, 16 USC 2431 et seq.|||0.995019317|0.000188888
D0|High Seas Fishing Compliance Act, 16 USC 5501 et seq.|||0.984269738|0.008534504
|||||
