<label>|<Sentence Text>|<Always deliberative>|<Non IIA>|<Sentiment>|<Subjectivity>
D1|In light of the President's opposition to school vouchers, what is his view of this decision?|1||-0.904750705|0.124414
|||||
D1|The President has not had a chance to review the Court decision.|||0.512711227|0.02199386
D1|However, the President is opposed to using federal funds for school vouchers because he believes that we must use public funds to strengthen our public schools.|1||0.628578603|0.006190834
D1|We must raise standards, increase accountability, expand public school choice, and invest taxpayer resources in the steps that will make a difference, such as reducing class size, improving teaching, and modernizing our school buildings.|1||0.754074872|0.94181335
D1|He is opposed to diverting federal funds away from the public schools, which serve 90% of the students, when the needs there are so great.|1||-0.723833799|0.013516068
D1|The Wisconsin Supreme Court decision does not changes these views, nor the President's opposition to private school vouchers.|1||-0.806371629|0.924137
|||||
D0|I just got a heads up from the Education Department and Kennedy's staff that the Coverdell-Craig-Abraham Drug-Free Neighborhoods Act amendment to the Tobacco bill may well contain a provision, offered last year by Senate Republicans, that allows federal funds to he used to give vouchers to kids who are victims of school violence, including drug-related crimes.|||-0.999187887|0.002160814
|||||
D0|"The overview/summary of the bill reads: DRUG-FREE SCHOOLS: makes it an allowable use of federal funds to provide school choice or compensation for k-12 students who are the victims of school violence, including drug-related crimes .... """|||-0.59349364|0.8665128
|||||
D1|In the education world, a tobacco bill that doesn't have class size reduction but does provide for vouchers would be seen as a complete disaster.|1||-0.996620178|0.99187344
D1|I don't know where things stand in the negotiations over this amendment, but it would be great if we could indicate that this particular provision would be a deal breaker.|1||-0.926617384|0.999905
D1|Otherwise, the R's may be using this to set the Dems up to take responsibility for bringing down the tobacco bill.|1||-0.958553016|0.034863155
|||||
D0|The Administration strongly opposes H R. 2746.||1|-0.969272971|0.9374095
D0|If the bill were presented to the President, his senior advisers would recommend that the bill be vetoed.||1|-0.944798529|0.17568383
D0|Under H.R. 2746, States and local school districts could provide vouchers for basic instruction in private schools, using funds that are otherwise available for the supplemental costs of education reform under Title VI of the Elementary and Secondary Education Act of 1965.||1|-0.97710526|4.05E-05
D0|Federal funding of private school vouchers is bad policy because it would divert needed attention and resources from the Nation's public schools, which serve approximately 90 percent of students in kindergarten through twelfth grade.||1|-0.999464333|0.98845893
|||||
D1|The problematic rule and these two bills are now expected to come up on the House floor tomorrow (Thursday);|1||-0.978071272|0.008493695
D1|Andy Blocker has confirmed that Democratic leadership will be opposing the rule;|1||-0.976876795|0.057632215
D1|the question is whether any moderate Republicans who support charter schools and don't want to mess up the Riggs-Roemer bill will vote against it as well.|1||-0.994519055|0.9664923
D1|Jon Schnur is letting John Doerr's folks know about this, because they have a strong interest in charter schools, and is also getting the word out to some in the charter schools community, who probably wouldn't want to see the bill fouled up.|1||-0.993582785|0.999209
|||||
D0|"As we had heard was a possibility, for House floor consideration, Goodling has requested a ""self-executing"" rule, under which the voucher bill (HELP) would come up first, then the charter schools bill, and then once both bills have passed the voucher bill would automatically be added to the charter bill before it goes over to the Senate."|||-0.612058461|4.68E-05
|||||
D0|In the 21st century, our children must have the best education in the world.||1|0.997754991|0.002319015
D0|I am committed to making sure every eight-year old can read, every l 2-year old can log on to the Internet and every I 8-year old can go to college.||1|0.985794306|0.5536882
D0|And we have made significant progress to improve and strengthen public education.||1|0.999429882|0.016382642
|||||
D0|But as Congress continues to debate the Education Bill this fall, it's become very clear that there some who are waging a multi-front war against our public schools.||1|-0.95395577|0.8646446
|||||
D0|First, the Senate has passed an amendment that would virtually kill the Department of Education and abolish some of its most successful efforts to expand public school choice, to bring computers to every classroom, to create more safe and drug-free schools.||1|-0.976868391|0.004046565
|||||
D0|Second, the House of Representatives has voted to prevent America from setting the high national standards of academic excellence that we must have to ensure every child masters the basics.||1|0.591795564|0.018507736
|||||
D0|I have vowed to veto both pieces of legislation.||1|-0.978838384|0.9361782
D0|And I am pleased that 43 Democratic Senators have announced their intention to support high national standards and sustain my veto.||1|0.974693418|0.5424635
D0|Third, in a vote to occur today, some in Congress would diminish our country's commitment to public education by siphoning badly-needed funds away from our public schools into a voucher program that would support private education for a limited number of students.||1|-0.93394798|0.9592832
D0|Ninety percent of America's children attend public schools.||1|0.962518513|0.086382076
D0|Our public schools are already facing a host of challenges with very limited funds.||1|-0.984310746|0.18845756
D0|And we must continue to support proven reform efforts -- making schools safer, getting parents more involved, raising standards and improving teaching.||1|0.992872059|0.16394171
|||||
D0|Education has always been a public enterprise in America.||1|0.998963237|0.11058305
D0|Public schools are the cornerstone of American democracy.||1|0.996705472|0.006878378
D0|Throughout history, we have always recognized our common responsibility for preparing all our young for the challenges of the future and duties of citizenship.||1|0.998407781|0.000283777
D0|I call upon Congress to stand by our public schools, not walk away from them.||1|0.869206607|0.012184327
|||||
D1|Elena-- on the voucher amendment, Lott did not introduce this; Dominici did for Coverdale.|||0.732379317|0.9001694
D1|See how much confusion is rampant on this?|1||-0.998010814|0.024396893
|||||
D1|I would stress in the weekly (1) that it happened;|1||-0.995940804|0.007234298
D1|(2) that is was occasioned by confusion; it happened quickly, the amendment was so poorly drafted that it is unimplementable;|1||-0.999770582|0.10480811
D1|(3) that it provides something of a symbolic victory but one that we can and will downplay because of the confusion.|1||0.530815721|0.997549
|||||
D1|The education amendment adopted in the Senate by a vote of 51-49 (Domenici voting for) was intended to allow the Labor Committee to fund school vouchers for children who are the victims of crime.|||-0.624665439|0.002535523
D1|It is basically not implementable although it does change budget resolution numbers.|1||-0.999979615|0.9999945
D1|The amendment came in the form of a second degree to the Wellstone amendment (the Republicans wanted to avoid an up or down vote on Well stone).|1||-0.848417819|9.88E-05
|||||
D1|The text of the amendment states the intent as described above, and simply strikes Wellstone number changes and inserts an additional (not offset) $2.5 billion in 2000 in budget authority for Function 400, it also adds an additional $2.5 billion in budget aggregates.|||-0.991802394|0.99990916
D1|Outlays are not changed, the discretionary caps are not changed, nor is the Labor Committee reconciled the additional spending.|||-0.996715665|0.9999852
D1|Since the stated intent of the amendment is not binding, the only effect of this amendment is to increase Function 400 education spending (budget authority only) in the year 2000.|||-0.95746243|0.94764537
|||||
D1|During the debate, there was a great deal of confusion about the amendment and and many members (including possibly Senator Domenici) apparently thought it was a Sense of the Senate.|||-0.999600232|0.00273162
D1|The education community is concerned that some will represent this as a test vote on vouchers (the Senate has always filibustered vouchers in the past) but I'd chalk it up to confusion and play down the voucher piece of this.|1||-0.968934894|0.9999474
|||||
D1|In any event, there is common agreement internally that the amendment should be dropped in conference.|1||-0.929497302|0.08481382
|||||
D0|Developed countries are responsible for more than 75% of the increase in greenhouse gas concentrations since the beginning of the Industrial Revolution.|||0.99573791|0.07267091
D0|In the decades ahead, however, emissions from developing countries are expected to grow sharply.|||0.823392928|0.002555291
D0|By 2035, developing country emissions are expected to exceed those from the developing world.|||0.945687115|0.001440123
|||||
D0|Per capita emissions vary widely.|||-0.859615147|0.9958412
D0|Carbon emissions from the United States are roughly 5 tons per person;|||-0.992318392|0.16541882
D0|from the OECD as a whole, roughly 3.5 tons per person; and from developing countries as a whole, roughly 0.5 tons per person.|||-0.951815605|0.36316705
|||||
D0|"The Framework Convention on Climate Change, signed at the Rio ""Earth Summit"" in 1992, established differentiated levels of commitments for developed and developing countries."|||0.961019754|0.009971564
D0|It called upon developed countries to take the lead in addressing climate change and to aim to return emissions to 1990 levels by the year 2000.|||0.959131062|0.004114361
D0|It called upon developing countries to adopt policies and measures to address climate change, but provided no aim for developing countries similar to the year 2000 goal.|||-0.920947134|0.66169924
D0|These differentiated commitments were intended to recognize both the unequal contribution of developed and developing countries to global greenhouse gas concentrations and the unequal capacity of those countries to control emissions.|||0.982562065|0.80444676
|||||
D0|In 1995, in Berlin, the Parties to the climate treaty agreed to negotiate steps for controlling greenhouse gas emissions beyond the year 2000.|||0.954990923|0.032731295
D0|"The negotiating mandate calls on developed countries to set quantified emissions limits for the ""medium term ( e.g. 2005, 2010 and 2020)."""|||0.750455737|0.17488806
D0|In Berlin, the United States argued strongly that developing countries must participate meaningfully in negotiations over next steps.|||0.658965588|0.007550268
D0|There was little support for the U.S. position on this point, with many Parties noting the failure of most developed countries to take significant steps toward meeting the year 2000 goal.|||-0.999389887|0.99370605
D0|"The Berlin Mandate states that there will be ""no new commitments"" for developing countries in the current round of negotiation, but that developing countries will be required to advance the implementation of their existing commitments."|||0.585401177|0.71813095
|||||
D0|This is the most difficult issue in the current round of negotiations.|||-0.989251196|0.27808574
