<label>|<Sentence Text>|<Always deliberative>|<Non IIA>|<Sentiment>|<Subjectivity>
D1|H.R. 2456 would combine separate filing on one tax return form and lessen some of the inherent complexity of separate filing by arbitrarily prorating deductions and by retaining a joint computation of the EITC and other credits.|||-0.950134456|0.9985903
|||||
D1|Each spouse would report their own earnings, but could reallocate their unearned income by shifting assets.|||-0.975517631|0.007569697
|||||
D1|Dependent exemptions would be allocated in proportion to each spouse's share of their total income (AGI).|||-0.876425326|0.2356365
|||||
D1|As the examples illustrate, optional single filing would significantly reduce marriage penalties.|||0.838898718|0.7583226
D1|In the examples marriage bonuses are unaffected, but in some circumstances marriage bonuses would be increased.|||-0.804047704|0.535938
|||||
D1|The examples also illustrate that married couples with identical total incomes and taxes under current law could pay quite different taxes under optional single filing (compare Couples A and B).|||-0.766554058|0.9797586
|||||
D1|This option would-be very expensive, costing roughly $22 billion (in 1999 income levels) per year|||-0.99634403|0.99918264
|||||
D1|This option would provide only limited or even no tax benefit to stay-at-home parents, since each spouse would report their own earned income.|||-0.999316692|0.9315492
|||||
D1|Optional single filing would also substantially increase the burdens of the income tax system.|||0.729610324|0.9997416
D1|Many, if not most, married couples would have to make three, rather than one, tax computation (joint, his, and hers) in order to determine the filing method that results in the least tax liability.|||-0.996914268|0.000323074
|||||
D1|Currently, couples who pool their resources need not keep separate records by spouse.|||-0.72333771|1.28E-06
D1|Under optional separate filing, separate income and deduction records could be necessary and complex rules would be needed to allocate income, deductions, credits and exemptions.|||-0.795669675|0.7672445
|||||
D1|Income Splitting|||0.828450024|0.5181287
|||||
D1|"A number of Republicans who originally supported H.R. 2456 are now advocating an even more costly approach, which would allow single filing combined with ""income splitting."""|||-0.99984777|0.9969265
D1|The motivation for this option is specifically to provide tax benefits to stay-at-home parents.|||-0.883500338|0.062855795
D1|(Senator Ashcroft's proposal includes this provision.)|||0.972718656|0.8833601
D1|Under income splitting, half of a couple's income, including their earnings, would be attributed to each spouse.|||-0.892049313|0.00492681
|||||
D1|As the examples illustrate, this option would allow two-earner couples to compute their tax as if they were single individuals, reducing their marriage penalties, as under the single filing option.|||0.739591777|0.4435401
D1|Some two-earner couples would receive a larger tax cut (and reduction in marriage penalties) under income splitting, however, because both earned and unearned income could be split.|||0.58484441|0.9326375
|||||
D1|â—¦ Income splitting would greatly increase marriage bonuses.|||-0.82705152|0.9902237
|||||
D1|This option would cost roughly $36 billion (in 1999 income levels) per year.|||-0.977630913|0.99912065
|||||
D1|â—¦ Income splitting would add computational complexity to income tax filing, although it would not be as onerous as single filing since income would simply be split irrespective of which spouse earned the income or owned the underlying asset.|||-0.723479807|0.99999905
|||||
D1|Make Joint Tax Parameters Double Single Parameters|||-0.99170506|0.9915503
|||||
D1|Marriage penalties could be substantially reduced by making the standard deduction and rate brackets for joint filers twice the corresponding amounts for single filers.|||-0.890294731|0.99985933
|||||
D1|One approach would be to increase the joint parameters to twice the current single parameters.|||-0.996892393|0.99559194
|||||
D1|As illustrated by the examples, this option is basically equivalent in effect to income splitting, so would be just as expensive ($36 billion per year), and have the same effect on marriage penalties and bonuses.|||-0.952273309|0.9999615
|||||
D1|However, this option would be much simpler than income splitting, since no additional computations would be required.|||-0.944839597|0.9999789
|||||
D1|An alternative approach would be to reduce the single parameters to half the current joint parameters.|||-0.99591583|0.9993279
|||||
D1|This approach would raise revenue by increasing taxes on most single filers, without reducing taxes paid by married couples.|||0.515007615|0.9852136
|||||
D1|The Treasury reform option adopts an intermediate approach to addressing marriage penalties, but also makes several other significant changes to the tax code.|||-0.67518568|0.99059
|||||
D1|Tackling marriage penalties as part of a broader reform package ameliorates the stark tradeoff between two-earner couples and single taxpayers that a low-cost marriage penalty solution along these lines would require.|||0.943247259|0.99805707
|||||
D0|Two-Earner Deduction (H.R. 2593, sponsored by twenty-two mostly Republican Ways and Means Committee members)|||-0.907167315|0.88689184
|||||
D0|This proposal would resurrect the second earner deduction that existed between 1982 and 1986.|||0.86940372|0.032591537
D0|The deduction is for 10 percent of the first $30,000 of the earnings of the spouse with lesser amount of earnings.|||-0.991788208|0.9871394
|||||
D1|As the examples illustrate, this option can reduce marriage penalties significantly.|||0.996252477|0.8068195
|||||
D1|This option can also increase the marriage bonuses of those already receiving marriage bonuses, or change current marriage penalties into marriage bonuses|||0.884983659|0.33725962
|||||
D1|However, this option provides no tax benefits to stay-at-home parents.|||-0.733451962|0.0654472
|||||
D1|â—¦ Our very preliminary revenue estimates are that this proposal would cost approximately $12 billion per year.|||-0.998278379|0.9999969
|||||
D1|A Targeted Two-Earner Deduction or Credit (A less expensive two-earner deduction)|||-0.985770822|0.99985886
|||||
D1|Better targeting of a second earner deduction can be achieved by setting a percentage floor, say, 20 percent, of combined total income (not only earnings) on the second earner deduction.|||-0.994098425|0.998409
D1|A tax deduction or credit could then be provided for some percentage of the amount by which the earnings of the lower-earning spouse exceed 20 percent of the couple's total income.|||-0.991282344|0.9999795
D1|The size of the deduction or credit can be capped, if there is a resource constraint.|||-0.984205425|0.9991117
|||||
D1|"Compared with a simple second earner deduction, very little of the benefits of a targeted deduction or credit are ""wasted"" on those already receiving marriage bonuses."|||-0.955872059|0.99437153
|||||
D1|As with the previous proposal, limited deductions (or credits) address the problem by providing only incomplete relief to those with very large penalties.|||-0.961504877|0.9966552
|||||
D1|One variant we have examined costs roughly $5 billion per year, though this cost could be dialed up or down depending on revenue targets.|1||-0.843103468|0.99999464
|||||
D1|Ill. Options for Helping Stay-At-Home Parents|||-0.999041498|0.009939478
|||||
D1|Two options specifically designed to help stay-at-home parents have been discussed: extending the CDCTC to stay-at-home parents, and providing an additional child credit for young children.|||-0.958195329|5.95E-06
D1|Before describing and analyzing these proposals, the President's Budget proposal to expand the child and dependent care tax credit (CDCTC) is described.|||-0.63104564|0.003510375
|||||
D0|President's Proposal to Expand the CDCTC|||0.863524258|0.96334434
|||||
D0|â—¦ Under the President's Budget proposal, the credit rate would be raised to 50 percent for parents with incomes (AGIs) of $30,000 or less.|||-0.994196415|0.99990916
D0|This rate would phase down by one percentage point for each $1,000 of income above $30,000 until it reached 20 percent for parents with over $59,000 of income.|||-0.977542877|0.84636587
|||||
D0|The President's proposal retains the requirement that both parents (the parent, in single-parent households) must work (or attend school or be fully disabled) in order to be eligible for the CDCTC.|||0.615633309|0.000224182
|||||
D0|The President's proposal (including a simplification provision) would cost $5.1 billion over five years.|||0.795161724|0.97579396
|||||
D0|â—¦ Under this proposal, couples with incomes over $59,000 would have the same CDCTC as under current law.|||-0.995078921|0.9990326
|||||
D0|However, because the credit rate is increased for incomes below $59,000, some couples would have larger marriage penalties under the President's proposal than under current law.|||-0.77706182|0.9948933
|||||
D0|The President's proposal provides no tax benefits to stay-at-home parents.|||-0.912962973|0.7566487
|||||
D0|Extend the CDCTC to Stay-At-Home Parents|||-0.540385664|0.01763393
|||||
D0|â—¦ Senator Chafee has introduced a bill that would deem taxpayers with one or more children under the age of four to have incurred child care expenses of $150 per month ($1,800 per year) for purposes of the CDCTC.|||-0.999354661|0.4246083
|||||
D0|As under the President's proposal, the credit rate would be raised to 50 percent for parents with incomes (AGs) of $30,000 or less.|||-0.883882582|0.95608014
|||||
D0|However, the 50% rate would phase down more slowly under the Chafee proposal, by one percentage point for each $1,500 of income above $30,000, until it completely phased out.|||-0.957192361|0.99766564
|||||
D0|Under the Chafee proposal, couples with a stay-at-home parent could receive a CDCTC.|||-0.855465114|0.16374972
|||||
D0|However, many single parents and two-earner couples with children under the age of four would also benefit from the Senator Chafee's proposal, either because they work but do not pay for child care, or pay for child care but do not claim as much credit as they would be eligible for under the proposal.|||-0.978377759|0.001377112
|||||
D1|o   We have prepared preliminary revenue estimates for two variants of the Chafee proposal.|1||-0.993500054|0.9994885
|||||
D1|Both variants differ from the Chafee proposal in two respects: they would apply to children under age three (rather than age four), and both would deem minimum expenses on a per-child basis (up to two or more children).|||-0.969563603|1.25E-05
|||||
D1|One variant would allow parents of children under the age of three to claim a deemed amount of annual child care expenses of $1,200 ($2,400 for two or more children under age three) plus actual child care expenses, up to the current law limit of $2,400 ($4,800 for two or more eligible children) for purposes of the CDCTC.|||-0.999496818|2.63E-08
|||||
D1|This variant would cost $13.4 billion over five years ($8.5 billion more than the President's Budget proposal).|||-0.692664504|0.9998443
|||||
D1|A second variant would allow parents of children under the age of three to claim a deemed amount of annual child care expense of $1,200 ($2,400 for two or more children under age three), or, if more, actual child care expenses (up to the current law limit of $2,400 ($4,800 for two or more eligible children)) for purpose of the CDCTC.|||-0.999394298|5.41E-08
D1|It would also phase the credit out at $103,500 of AGL|||-0.990334451|0.83591706
|||||
D1|This second variant would cost $11.4 billion over five years ($6.5 billion more than the President's Budget proposal).|||-0.655573547|0.99989593
|||||
D1|Provide an Additional Child Credit for Young Children|||0.838510871|0.001000362
|||||
D1|The child credit could be increased for young children, irrespective of the work status or out-of-pocket child care expenses of the parent(s).|||-0.991278589|3.82E-07
|||||
D1|For example, the child credit could be doubled for children under the age of one.|||-0.996939063|0.007028022
D1|This would make the credit for these children $1,000 beginning in 1999.|||0.975311697|0.0566818
D1|This option would cost roughly $4 billion over five years.|||0.892073691|0.9955059
|||||
D0|Examples of Marriage Penalties and Bonuses|||0.991731346|0.10728676
|||||
D0|Measuring Marriage Penalties and Bonuses|||0.994561613|0.27446336
|||||
D0|For purposes of measuring marriage penalties and bonuses, it is assumed that if a couple were unmarried each spouse would retain their earnings and would each file a separate return.|||-0.991273105|0.005131817
|||||
D0|If the couple has no children, the separate returns would be filed using the standard deduction and rates for single taxpayers.|||-0.987490833|0.4562364
|||||
D0|If the couple has one or more children, it is assumed that the spouse with higher earnings would provide a home for the child(ren) and file using the standard deduction and rates for head of household taxpayers.|||-0.997870803|2.81E-05
D0|The other spouse would file as a single taxpayer.|||-0.909041524|0.002595901
|||||
D0|Couple A (Two-Earners No Children)|||-0.614787102|0.000422074
|||||
D0|â€¢ Two earners, each with $30,000 of earnings, and no other income.|||-0.77443707|0.27308005
|||||
D0|â€¢ No children.|||-0.987537563|0.20715052
|||||
D0|Filing  Filing Separate Returns Joint Return Spouse|||0.84223479|0.001211078
D0|I Single Filer Spouse 2 Single Filer Total Earnings $60,000 $30,000 $30,000 Standard Deduction 7,100 4,250 4,250 Exemptions 5 400 2,700 2,700 Taxable Income 47,500 23,050 23,050 Tax (before credits)|||0.605499148|0.9994791
D0|7,794.50 3,457.50 3,457.50 Credits 0 0 0|||0.820528209|0.99793756
D0|Tax (after credits) 7,794.50 3,457.50 3,457.50|||-0.961806297|0.9995516
|||||
D0|o   Couple A has a marriage penalty of$879.50.|||-0.999268711|0.84585243
D0|If they were unmarried and each spouse filed a separate return, their combined tax liability would be $3,457.50 + $3,457.50 = $6,915.00 which is $879.50 on than their tax on a joint return ($7,794.50- $6,915.00 = $879.50).|||-0.888307273|1.62E-06
|||||
D0|Couple B (One Earner, No Children)|||-0.988597095|0.000115946
|||||
D0|â€¢ One earner with $60,000 of earnings, other spouse is stay-at-home, no other income.|||-0.745559633|0.6277531
|||||
D0|No children.|||-0.897944868|0.050656036
D0|Filing  Filing Separate Returns Joint       Spouse 1|||0.845849395|0.000661944
D0|Spouse 2 Return Single Filer    Single Filer Total Earnings  $60,000 $60,000 $0 Standard Deduction       7,100       4,250       0 Exemptions  8,100   2,700   _Q. Taxable Income 47,500 53,050 0 Tax (before credits)|||-0.506729007|0.21953152
D0|7,794.50 11,558.50 0|||0.873128176|0.3275026
D0|Credits 0 0 0|||-0.902037323|0.001201377
D0|Tax (after credits)|||-0.996737897|0.063055634
D0|7,794.50 11,558.50 0|||0.873128176|0.3275026
|||||
D0|â€¢ Couple B has a marriage bonus of$3.764.00.|||0.99106288|0.8110898
D0|If they were unmarried, Spouse 2 would have no tax liability, but Spouse 1 would pay $11,558.50 which is $3,764.00 more than their tax on a joint return ($7,794.50).|||-0.981349051|0.000367305
D0|Note that Couple B pays the same amount of tax as Couple A.|||-0.95800215|0.995904
|||||
D0|Couple C (Two-Earners One Child)|||0.888406336|0.000204918
|||||
D0|â€¢ Two earners, each with $30,000 of earnings, and no other income.|||-0.77443707|0.27308005
|||||
D0|â€¢ One child, and child care expenses of $200 per month ($2,400 per year).|||-0.70651269|0.000214629
|||||
D0|Filing  Filing Separate Returns Joint Return Spouse  I HH Eiler Spouse 2 Single Filer Total Earnings $60,000 $30,000 $30,000 Standard Deduction 7,100 6,250 4,250 Exemptions 8,100 5,400 2,700 Taxable Income 44,800 18,350 23,050 Tax (before credits)    7,038.50    2,752.50    3,457.50 Child Credit (1998) 400.00  400.00  0|||0.635506988|0.9834516
|||||
D0|â€¢ Couple C has a marriage penalty of $828.50.|||-0.999406815|0.3522887
D0|If  they were unmarried  and  Spouse  1  filed as a head of household and Spouse 2 filed as single, their combined tax liability would be $5,330.00 (= $1,872.50 + $3,457.50), which is $828.50 less than their tax on a joint return ($6, I 58.50 â€¢ $5,330.00 = $828.50).|||-0.988216102|1.65E-06
|||||
D0|â€¢ Couple C's marriage penalty is $51 less than if they did not have a child (Couple A).|||-0.999807537|0.7192482
|||||
D0|Some couples, however, face larger marriage penalties with a child than without.|||0.769999921|0.001097899
|||||
D0|â€¢ Although Couple C still faces a marriage penalty, having a child reduces their joint return tax liability by $ I,636.00.|||0.987172186|0.002532873
|||||
D0|The additional exemption for the child has a tax value of $756.00, since Couple C is in the 28% bracket (28% x $2,700 = $756.00).|||-0.989493608|0.004447334
|||||
D0|The child-related credits reduce Couple C's tax liability by $880.00.|||0.993072093|0.9691524
|||||
D0|Couple D (One Earner, One Child)|||-0.582239807|6.91E-06
|||||
D0|â€¢ One earner with $60,000 of earnings, other spouse is stay-at-home, no other income.|||-0.745559633|0.6277531
|||||
D0|â€¢ One child.|||0.690893888|0.030658595
|||||
D0|Filing  Filing Separate Returns Joint Return Spouse|||0.84223479|0.001211078
D0|I HH Eiler Spouse 2 Single Eiler Total Earnings $60,000 $60,000 $0 Standard Deduction 7,100 6,250 0|||0.937229693|0.9999589
D0|Exemptions 8,100 5,400 _Q Taxable Income 44,800 48,350 0|||-0.581637383|0.9994579
D0|Tax (before credits) 7,038.50 9,I 24.50 (j Child Credit (1998) 400.00 400.00 0 CDCTC (current law) 0 0 0|||-0.927874684|1.16E-05
D0|Tax (after credits) 6,638.50 8,724.50 0|||-0.965684772|0.15878716
|||||
D0|â€¢ Couple D has a marriage bonus of $2,086.00.|||0.992352068|0.8870505
D0|If they were unmarried and Spouse I filed as a head of household (Spouse 2 would not have to file a return), their combined tax liability would be $8,724.50, which is $2,086.00 more than their tax on a joint return ($8,724.50 - $6,638.50 = $2,086.00).|||-0.897242785|1.61E-06
|||||
D0|â—¦ Couple D's marriage bonus is $1,678.00 less than if they did not have a child (Couple B).|||-0.975076914|0.8638049
|||||
D0|This is because if Couple D had no children, filing separately would require Spouse I to file as single, which has a less favorable standard deduction and rates than for a head of household.|||-0.858239591|0.9989435
|||||
D0|Although Couple D has a smaller marriage bonus than if they were childless, having a child reduces their joint return tax liability by $1,156.00 ($756.00 for the additional exemption and $400.00 for the child credit).|||0.819397151|1.23E-07
|||||
D0|The difference in Couple C's and Couple D's joint return liability ($480.00) is due entirely to the CDCTC.|||-0.998135448|0.016028877
|||||
D1|Examples of Proposals to Address Marriage Penalties|||0.725770175|0.0873695
|||||
D1|Single Filer Option|||0.94846195|0.8784999
|||||
D1|â—¦ Under this option, a married couple could continue to file a joint tax return, or could elect to file two separate returns, as if each were an unmarried individual.|||-0.902134418|1.02E-06
|||||
D1|Each spouse would report their own earnings.|||-0.972022891|0.001600593
|||||
D1|This option would change marriage penalties and bonuses as follows:     Childless Couples    Couples with One Child Couple A (Two Earners) Couple B (One Earner) Couple C (Two Earners) Couple D (One Earner) Current Penalties (Bonuses) $879.50 ($3,764.00) $828.50 ($2,086.00) Option Penalties (Bonuses) 0 ($3,764.00) 300.00 ($2,086.00) Change -879.50 0|||-0.980264068|5.08E-09
|||||
D1|The option would eliminate Couple A's marriage penalty and reduce, but not eliminate Couple C's marriage penalty (because the option would not allow any spouse to compute their tax using the head of household standard deduction and rates).|||-0.995788872|0.001490952
|||||
D1|Income Splitting|||0.828450024|0.5181287
D1|This option would allow separate filing, as in the preceding option, but in addition would attribute half of a couple's total earned income to be attributed to each spouse.|||-0.972496927|0.9988292
D1|â€¢ This option would change marriage penalties and bonuses as follows:|||0.705628157|0.8787273
|||||
D1|Make Joint Tax Parameters Double Single Parameters|||-0.99170506|0.9915503
|||||
D1|â€¢ Marriage penalties could be substantially reduced by making the standard deduction and rate brackets for joint filers twice the corresponding amounts for single filers.|||0.620400548|0.99998164
D1|â€¢ One approach would be to increase the joint parameters to twice the current single parameters.|||-0.97101891|0.9994573
D1|â€¢ This approach would give the following results for the above examples:|||0.978886604|0.9988906
D1|â€¢ The changes in marriage penalties and bonuses are as follows:|||0.991310596|0.39417478
|||||
D1|Two-Earner Deduction|||-0.992581487|0.9447545
D1|â€¢ This proposal would resurrect the second earner deduction that existed between 1982 and 1986.|||0.996305943|0.36387244
D1|The deduction is for IO percent of the first $30,000 of the earnings of the spouse with lesser amount of earnings.|||-0.993310213|0.99759585
D1|â€¢ This option would change marriage penalties and bonuses as follows:|||0.705628157|0.8787273
|||||
D0|Agenda for White House Meeting with Chief of Staff Erskine Bowles IO a.m., Wednesday, February 18, 1998|||0.938406467|1.81E-07
|||||
D1|Options for Enactment of Initiatives         (a) Micro Strategy: move individual bills, possibly on one of the pending revenue measures in Senate (technical corrections, line-item veto substitutes, Coverdell, or IRS restructuring);|1||-0.936546206|0.99970955
|||||
D1|(c) New Tax Bills from the House: Chairman Archer may have a bill that reduces revenues as a percentage of GDP.|||-0.984765291|0.06090691
D1|He may also move an extenders bill.|||-0.976369917|0.000720228
D1|The tobacco settlement, if moved, will undoubtedly include a tax section;|||-0.912994862|0.001123503
|||||
D1|(d) Internal Administration Coordination of Tax Initiatives.|||0.991184652|0.21095103
|||||
D0|2. Republican Initiatives|||0.970260203|0.73493546
|||||
D0|(a) Marriage Penalty;|||-0.988760531|0.000867458
|||||
D0|(b) Coverdell Education;|||0.968221128|0.001899176
|||||
D0|(c) Estate Tax Repeal;|||0.89275378|0.000669232
|||||
D0|(d) Sunset Tax Code/fax Limitation Amendments;|||0.711742461|0.012017011
|||||
D0|(e) IRS Restructuring;|||-0.942088962|0.023127627
|||||
D0|3. Clinton Initiatives|||0.769215703|0.94207555
|||||
D0|(a) Child Care (including stay-at-home moms);|||0.994474232|0.000808074
|||||
D0|(b) Climate Change;|||0.605482459|0.002771112
|||||
D0|(c) Low-Income Housing Tax Credit;|||-0.658882141|0.018203996
|||||
D0|(d) School Construction;|||0.998585701|0.000376736
|||||
D0|(e) Pensions.|||-0.640912056|0.005936031
|||||
D0|SUBJECT:    Agenda for Your Monday Meeting With Chief of Staff Bowles|||0.679997623|0.046337012
|||||
D1|Your meeting Monday afternoon with Erskine Bowles is to discuss tax legislative strategy: how  to move forward the Administration's proposals and defeat the Congressional proposals.|1||-0.55249089|0.64792
D1|A suggested agenda for the meeting, listing the key issues, is attached.|1||0.893467307|0.35410652
D1|This memorandum provides brief comments on each of those issues.|1||0.921650648|0.9040705
|||||
D1|1. Congressional proposal to sunset the tax code.|||-0.854156375|0.95980746
D1|Administration strategy options:|||0.905532837|0.9843374
|||||
D1|â€¢ (a) Oppose.|||-0.962060571|0.008568325
D1|The proposal would create great uncertainty, thus likely inhibit business investment until an alternative tax system were enacted, adversely affecting the economy.|1||-0.997693717|0.98543143
|||||
D1|â€¢ (b) Develop an alternative proposal to sunset only upon enactment, without gap, of a replacement tax system that is fair, promotes economic growth, provides the revenue needed to maintain budgetary discipline, and simplifies the tax system for average Americans.|||0.996731639|0.99992085
D1|This will require that the Congress develop a better system than the current one before it can be repealed.|1||-0.881963313|0.99606675
D1|This will allow members who don't think a better system can be adopted by the Congress to vote for sunset.|1||0.639215469|0.9466977
D1|"An alternative approach is to require the sunset proposal to include a number of""poison pills"" (such as retaining home mortgage interest deduction, charitable deduction, etc.), or possibly linking to increase in minimum wage or campaign finance reform."|1||-0.999037981|0.18129595
D1|Both of these approaches will also generate uncertainty (but because a shift in the tax system will be perceived as less likely, the adverse impact on the economy would be less severe).|1||-0.703718722|0.99985564
|||||
D1|â€¢ (c) Develop an alternative proposal for rerum-free filing or other major simplification of the present tax system (apparently House Democrats are exploring such options).|1||0.916319907|0.9856806
D1|A return-free systems raise many administrative problems (such as how to handle twoÂ­ earner couples, how to provide EITC, etc.) and either places additional burden on IRS when it is facing other problems (reorganization, year 2000 problem, etc.) or places additional burden on employers, or both.|||-0.981097102|0.71804225
|||||
D1|2. Our strategy for enactment of our initiatives:|||0.993690848|0.8342558
|||||
D1|â€¢ (a) Micro strategy:  move individual  bills, possibly on one of pending  revenue measures in Senate (Coverdell, technical corrections, line-item veto substitutes, or, less probably, IRS restructuring).|1||-0.780756652|0.99972624
D1|This approach requires Administration acceptance of the (possibly modified) Congressional bill (which is most troublesome in the case of the Coverdell bill which provides tax credits for sending children to private schools) and offers the opportunity for a major Congressional tax bill.|1||-0.948239684|0.9914057
|||||
D1|(b) Budget reconciliaton.|||-0.913865209|0.8582467
